"trackedTime_EST","river","shift","tagID","power","habitat","habitatExtra","position","substrate","substrateExtra","shade","lon","lat","fishNotes","source","totalDischarge","flowTime_EST"
"2024-07-30 04:07:00","DICKEY","day",31,NA,"Riffle","","Right",NA,"Pebble,Rock","Night",-72.3711566666667,42.444185,"","iPad",1.13,"2024-07-30 04:50:14"
"2024-07-30 04:15:00","DICKEY","day",26,NA,"Riffle","","Center",NA,"Rock,Pebble","Night",-72.3703356666667,42.443516,"","iPad",1.13,"2024-07-30 04:50:14"
"2024-07-30 04:16:00","DICKEY","day",37,NA,"Riffle","","Center",NA,"Rock,Pebble","Night",-72.3703203333333,42.4434951666667,"","iPad",1.13,"2024-07-30 04:50:14"
"2024-07-30 04:38:00","DICKEY","day",38,NA,"Run","","Right",NA,"Rock,Pebble","Night",-72.3733463333333,42.4444068333333,"","iPad",1.13,"2024-07-30 04:50:14"
"2024-07-30 04:42:00","DICKEY","day",32,NA,"Pool","","Left",NA,"Pebble","Night",-72.3735448333333,42.4440566666667,"Dead.found on river left side of pool buried n gravel.","iPad",1.13,"2024-07-30 04:50:14"
"2024-07-30 05:25:00","DICKEY","day",38,NA,"Riffle","","Left",NA,"Rock,Pebble","Lightly shaded",-72.3734021666667,42.4444898333333,"May be dead ","iPad",1.13,"2024-07-30 04:50:14"
"2024-07-30 06:08:00","DICKEY","day",31,NA,"Riffle","","Right",NA,"Pebble,Rock","Fully shaded",-72.3711791666667,42.4439733333333,"","iPad",1.13,"2024-07-30 04:50:14"
"2024-07-30 06:12:00","DICKEY","day",37,NA,"Run","","Center",NA,"Rock,Pebble","Fully shaded",-72.3704651666667,42.4435786666667,"","iPad",1.13,"2024-07-30 04:50:14"
"2024-07-30 06:12:00","DICKEY","day",26,NA,"Run","","Right",NA,"Rock,Pebble","Fully shaded",-72.3705361666667,42.4437076666667,"","iPad",1.13,"2024-07-30 04:50:14"
"2024-07-30 07:17:00","DICKEY","day",38,NA,"Run","","Center",NA,"Rock,Pebble","Lightly shaded",-72.3733816666667,42.4444108333333,"Dead?","iPad",1.13,"2024-07-30 04:50:14"
"2024-07-30 08:20:00","DICKEY","day",31,NA,"Riffle","","Right",NA,"","Fully shaded",-72.3711253333333,42.4439453333333,"","iPad",1.13,"2024-07-30 04:50:14"
"2024-07-30 08:24:00","DICKEY","day",26,NA,"Run","","Center",NA,"Rock","Mostly shaded",-72.3703588333333,42.4436293333333,"","iPad",1.13,"2024-07-30 04:50:14"
"2024-07-30 08:28:00","DICKEY","day",37,NA,"Run","","Center",NA,"Rock","Fully shaded",-72.370213,42.443557,"","iPad",1.13,"2024-07-30 04:50:14"
"2024-07-30 08:40:00","DICKEY","day",38,NA,"Run","","Left",NA,"Granule,Pebble,Rock","Fully shaded",-72.3733103333333,42.444425,"Dead?","iPad",1.13,"2024-07-30 04:50:14"
"2024-07-30 08:48:00","DICKEY","day",31,NA,"Riffle","","Right",NA,"Rock,Pebble","Fully shaded",-72.3711656666667,42.4439081666667,"","iPad",1.13,"2024-07-30 04:50:14"
"2024-07-30 08:52:00","DICKEY","day",26,NA,"Riffle","","Center",NA,"Rock","Mostly shaded",-72.370259,42.4436261666667,"","iPad",1.13,"2024-07-30 04:50:14"
"2024-07-30 08:52:00","DICKEY","day",37,NA,"Riffle","","Center",NA,"Pebble,Rock,Granule","Mostly shaded",-72.3703413333333,42.44351,"","iPad",1.13,"2024-07-30 04:50:14"
"2024-07-30 13:07:00","DICKEY","night",38,NA,"Run","","Center",NA,"Rock,Pebble","Fully shaded",-72.3735743333333,42.4446568333333,"","iPad",0.99,"2024-07-30 13:49:04"
"2024-07-30 13:19:00","DICKEY","night",31,NA,"Riffle","","Right",NA,"Rock,Pebble","Mostly shaded",-72.3712506666667,42.4439413333333,"","iPad",0.99,"2024-07-30 13:49:04"
"2024-07-30 13:24:00","DICKEY","night",26,NA,"Run","","Center",NA,"Pebble,Rock","Mostly shaded",-72.370437,42.4436826666667,"","iPad",0.99,"2024-07-30 13:49:04"
"2024-07-30 13:26:00","DICKEY","night",37,NA,"Pool","","Center",NA,"Rock,Boulder","Mostly shaded",-72.370448,42.4437301666667,"","iPad",0.99,"2024-07-30 13:49:04"
"2024-07-30 14:09:00","DICKEY","night",38,NA,"Glide","","Right",NA,"Rock,Pebble","Fully shaded",-72.373169,42.4444336666667,"","iPad",0.99,"2024-07-30 13:49:04"
"2024-07-30 14:18:00","DICKEY","night",26,NA,"Glide","","Center",NA,"Pebble,Rock","Mostly shaded",-72.3703421666667,42.4437011666667,"","iPad",0.99,"2024-07-30 13:49:04"
"2024-07-30 14:18:00","DICKEY","night",37,NA,"Glide","","Center",NA,"Pebble,Rock","Lightly shaded",-72.3703053333333,42.4434751666667,"","iPad",0.99,"2024-07-30 13:49:04"
"2024-07-30 15:07:00","DICKEY","night",37,NA,"Run","","Center",NA,"Rock,Pebble,Granule","Mostly shaded",-72.3734095,42.4444323333333,"","iPad",0.99,"2024-07-30 13:49:04"
"2024-07-30 15:13:00","DICKEY","night",31,NA,"Riffle","","Left",NA,"Rock,Pebble","Mostly shaded",-72.3710198333333,42.443972,"","iPad",0.99,"2024-07-30 13:49:04"
"2024-07-30 15:19:00","DICKEY","night",37,NA,"Run","","Right",NA,"Rock,Pebble","Fully shaded",-72.3702058333333,42.4433881666667,"","iPad",0.99,"2024-07-30 13:49:04"
"2024-07-30 16:52:00","DICKEY","night",38,NA,"Run","","Center",NA,"Rock,Pebble","Mostly shaded",-72.3733776666667,42.4445301666667,"","iPad",0.99,"2024-07-30 13:49:04"
"2024-07-30 16:58:00","DICKEY","night",31,NA,"Riffle","","Center",NA,"Rock,Pebble","Lightly shaded",-72.3710091666667,42.4439465,"","iPad",0.99,"2024-07-30 13:49:04"
"2024-07-30 17:01:00","DICKEY","night",26,NA,"Glide","","Left",NA,"Rock,Pebble,Granule","Fully shaded",-72.3704091666667,42.4432921666667,"","iPad",0.99,"2024-07-30 13:49:04"
"2024-07-30 17:03:00","DICKEY","night",37,NA,"Run","","Center",NA,"Rock,Pebble","Mostly shaded",-72.3704006666667,42.4433746666667,"","iPad",0.99,"2024-07-30 13:49:04"
"2024-07-30 17:58:00","DICKEY","night",38,NA,"Run","","Center",NA,"Rock,Pebble","Fully shaded",-72.3734215,42.4445146666667,"","iPad",0.99,"2024-07-30 13:49:04"
"2024-07-30 18:05:00","DICKEY","night",31,NA,"Riffle","","Left",NA,"Rock,Pebble","Fully shaded",-72.3711011666666,42.4439323333333,"","iPad",0.99,"2024-07-30 13:49:04"
"2024-07-30 18:10:00","DICKEY","night",26,NA,"Run","","Center",NA,"Rock,Pebble","Fully shaded",-72.3702295,42.4434921666667,"","iPad",0.99,"2024-07-30 13:49:04"
"2024-07-30 18:11:00","DICKEY","night",37,NA,"Run","","Center",NA,"Rock,Pebble","Fully shaded",-72.3703875,42.4434416666667,"","iPad",0.99,"2024-07-30 13:49:04"
"2024-07-31 04:08:00","BUFFAM","day",60,NA,"Run","","Center",NA,"Rock,Pebble,Granule","Night",-72.4583398333333,42.3821128333333,"","iPad",0.54,"2024-07-31 04:44:54"
"2024-07-31 04:22:00","BUFFAM","day",62,NA,"Pool","","Center",NA,"Sand,Rock","Night",-72.4598461666667,42.3811991666667,"","iPad",0.54,"2024-07-31 04:44:54"
"2024-07-31 04:23:00","BUFFAM","day",57,NA,"Pool","","Center",NA,"Rock,Sand","Night",-72.4598021666667,42.3811048333333,"","iPad",0.54,"2024-07-31 04:44:54"
"2024-07-31 04:27:00","BUFFAM","day",18,NA,"Riffle","","Center",NA,"Rock","Night",-72.4598878333333,42.381306,"","iPad",0.54,"2024-07-31 04:44:54"
"2024-07-31 04:30:00","BUFFAM","day",14,NA,"Riffle","","Center",NA,"Rock","Night",-72.4598881666667,42.3813705,"","iPad",0.54,"2024-07-31 04:44:54"
"2024-07-31 04:34:00","BUFFAM","day",56,NA,"Pool","Woody_debris,Undercut_bank","Left",NA,"Rock","Night",-72.4601841666667,42.3812786666667,"","iPad",0.54,"2024-07-31 04:44:54"
"2024-07-31 04:46:00","AMETHYST","day",19,NA,"Pool","","Center",NA,"Rock","Night",-72.4603071666667,42.3813033333333,"","iPad",2.6,NA
"2024-07-31 04:54:00","HARRIS","day",20,NA,"Pool","Woody_debris","Center",NA,"Rock","Night",-72.4602168333333,42.3811868333333,"","iPad",2.06,"2024-07-31 06:48:07"
"2024-07-31 05:35:00","BUFFAM","day",60,NA,"Run","","Center",NA,"Rock","Fully shaded",-72.458553,42.3820041666667,"","iPad",0.54,"2024-07-31 04:44:54"
"2024-07-31 05:58:00","BUFFAM","day",57,NA,"Pool","","Center",NA,"Rock,Granule","Lightly shaded",-72.4597036666655,42.3811806666659,"Dead recovered tag in pool.","iPad",0.54,"2024-07-31 04:44:54"
"2024-07-31 06:01:00","BUFFAM","day",62,NA,"Pool","","Center",NA,"Rock,Pebble,Granule,Sand","Lightly shaded",-72.4597255,42.381272,"","iPad",0.54,"2024-07-31 04:44:54"
"2024-07-31 06:08:00","BUFFAM","day",18,NA,"Riffle","","Center",NA,"Rock","Mostly shaded",-72.4599323333333,42.3811755,"","iPad",0.54,"2024-07-31 04:44:54"
"2024-07-31 06:11:00","BUFFAM","day",14,NA,"Run","","Left",NA,"Rock,Pebble,Sand","Mostly shaded",-72.4599651666667,42.3810955,"","iPad",0.54,"2024-07-31 04:44:54"
"2024-07-31 06:13:00","BUFFAM","day",56,NA,"Pool","Undercut_bank,Woody_debris","Left",NA,"Rock,Sand","Mostly shaded",-72.4602943333333,42.3812611666667,"","iPad",0.54,"2024-07-31 04:44:54"
"2024-07-31 06:16:00","AMETHYST","day",19,NA,"Pool","","Center",NA,"Rock,Pebble","Lightly shaded",-72.4603943333333,42.3812968333333,"","iPad",2.6,NA
"2024-07-31 06:18:00","HARRIS","day",20,NA,"Pool","Woody_debris","Center",NA,"Rock","Mostly shaded",-72.4602591666667,42.381165,"","iPad",2.06,"2024-07-31 06:48:07"
"2024-07-31 07:27:00","BUFFAM","day",60,NA,"Run","","Right",NA,"Rock","",-72.4584021666667,42.382155,"","iPad",0.54,"2024-07-31 04:44:54"
"2024-07-31 07:40:00","BUFFAM","day",62,NA,"Pool","","Center",NA,"Pebble,Sand","Mostly shaded",-72.45974,42.3811485,"Same spot a lot of the time. Dead?","iPad",0.54,"2024-07-31 04:44:54"
"2024-07-31 07:45:00","BUFFAM","day",14,NA,"Run","","Center",NA,"Rock","Mostly shaded",-72.4599528333333,42.3813441666667,"","iPad",0.54,"2024-07-31 04:44:54"
"2024-07-31 07:46:00","BUFFAM","day",18,NA,"Run","","Center",NA,"Rock","Mostly shaded",-72.4599796666667,42.3813221666667,"","iPad",0.54,"2024-07-31 04:44:54"
"2024-07-31 07:48:00","BUFFAM","day",56,NA,"Pool","Undercut_bank,Woody_debris","Left",NA,"Rock","Mostly shaded",-72.460335,42.381292,"","iPad",0.54,"2024-07-31 04:44:54"
"2024-07-31 07:52:00","AMETHYST","day",19,NA,"Pool","","Center",NA,"","Mostly shaded",-72.4604411666667,42.3814103333333,"","iPad",2.6,NA
"2024-07-31 07:56:00","HARRIS","day",20,NA,"Riffle","Woody_debris","Center",NA,"Boulder,Rock","Mostly shaded",-72.4601676666667,42.3811341666667,"May be dead. Is this spot for a ong time.","iPad",2.06,"2024-07-31 06:48:07"
"2024-07-31 13:11:00","BUFFAM","night",60,NA,"Run","","Center",NA,"Sand","Fully shaded",-72.4584556666667,42.3821483333333,"","iPad",0.02,"2024-07-31 13:43:07"
"2024-07-31 13:17:00","BUFFAM","night",62,NA,"Run","","Right",NA,"Sand,Rock","Fully shaded",-72.4597681666667,42.381145,"","iPad",0.02,"2024-07-31 13:43:07"
"2024-07-31 13:20:00","BUFFAM","night",14,NA,"Riffle","","Center",NA,"Rock,Sand","Mostly shaded",-72.4599258333333,42.3814203333333,"","iPad",0.02,"2024-07-31 13:43:07"
"2024-07-31 13:26:00","BUFFAM","night",18,NA,"Pool","","Right",NA,"Rock,Boulder","Fully shaded",-72.4598438333333,42.3811956666667,"","iPad",0.02,"2024-07-31 13:43:07"
"2024-07-31 13:27:00","BUFFAM","night",56,NA,"Run","","Left",NA,"Sand,Rock","Fully shaded",-72.4601741666667,42.381246,"","iPad",0.02,"2024-07-31 13:43:07"
"2024-07-31 13:32:00","AMETHYST","night",19,NA,"Riffle","","Left",NA,"Rock,Boulder","Fully shaded",-72.4603945,42.3812873333333,"","iPad",0.08,NA
"2024-07-31 13:34:00","HARRIS","night",20,NA,"Pool","","Left",NA,"Sand,Pebble,Rock,Boulder","Fully shaded",-72.460338,42.3812148333333,"","iPad",0.06,"2024-07-31 14:37:29"
"2024-07-31 14:12:00","BUFFAM","night",60,NA,"Run","","Center",NA,"Rock,Sand","Mostly shaded",-72.4584156666667,42.3821775,"","iPad",0.02,"2024-07-31 13:43:07"
"2024-07-31 14:16:00","BUFFAM","night",62,NA,"Pool","","Right",NA,"Rock,Boulder","Fully shaded",-72.4597291666667,42.3812531666667,"","iPad",0.02,"2024-07-31 13:43:07"
"2024-07-31 14:23:00","BUFFAM","night",18,NA,"Run","","Center",NA,"Sand,Rock,Boulder","Fully shaded",-72.459875,42.3813755,"","iPad",0.02,"2024-07-31 13:43:07"
"2024-07-31 14:24:00","BUFFAM","night",14,NA,"Riffle","","Center",NA,"Rock","Mostly shaded",-72.4599511666667,42.3813055,"","iPad",0.02,"2024-07-31 13:43:07"
"2024-07-31 14:26:00","BUFFAM","night",56,NA,"Run","Woody_debris","Left",NA,"Sand,Pebble,Rock","Fully shaded",-72.4601386666667,42.3814518333333,"","iPad",0.02,"2024-07-31 13:43:07"
"2024-07-31 14:29:00","AMETHYST","night",19,NA,"Riffle","","Left",NA,"Rock,Pebble","Mostly shaded",-72.4602786666667,42.3813835,"","iPad",0.08,NA
"2024-07-31 14:31:00","HARRIS","night",20,NA,"Run","Woody_debris","Center",NA,"Rock,Boulder","Mostly shaded",-72.4602693333333,42.3811903333333,"","iPad",0.06,"2024-07-31 14:37:29"
"2024-07-31 15:05:00","BUFFAM","night",60,NA,"Run","","Center",NA,"Rock,Pebble,Granule","Fully shaded",-72.4586223333333,42.3818628333333,"","iPad",0.02,"2024-07-31 13:43:07"
"2024-07-31 15:11:00","BUFFAM","night",62,NA,"Pool","","Right",NA,"Rock,Pebble,Sand,Granule","Fully shaded",-72.4598146666667,42.3812773333333,"","iPad",0.02,"2024-07-31 13:43:07"
"2024-07-31 15:13:00","BUFFAM","night",18,NA,"Run","","Center",NA,"Boulder,Rock,Sand","Fully shaded",-72.4597916666667,42.3813876666667,"","iPad",0.02,"2024-07-31 13:43:07"
"2024-07-31 15:13:00","BUFFAM","night",14,NA,"Riffle","","Center",NA,"Rock,Pebble,Sand","Mostly shaded",-72.459844,42.3813568333333,"","iPad",0.02,"2024-07-31 13:43:07"
"2024-07-31 15:14:00","BUFFAM","night",56,NA,"Glide","Undercut_bank","Left",NA,"Rock,Boulder,Pebble","Fully shaded",-72.4601941666667,42.3812488333333,"","iPad",0.02,"2024-07-31 13:43:07"
"2024-07-31 15:16:00","AMETHYST","night",19,NA,"Riffle","","Left",NA,"Rock,Boulder,Pebble","Fully shaded",-72.4604316666667,42.3812671666667,"","iPad",0.08,NA
"2024-07-31 15:17:00","HARRIS","night",19,NA,"Glide","","Center",NA,"Boulder,Rock,Pebble","Fully shaded",-72.4603341666667,42.3811493333333,"","iPad",0.06,"2024-07-31 14:37:29"
"2024-08-01 04:20:00","UNDERHILL","day",34,NA,"Riffle","","Center",NA,"Rock","Night",-72.3265373333333,42.4455985,"Dead. Found tag.","iPad",1.65,"2024-08-01 04:38:01"
"2024-08-01 04:30:00","UNDERHILL","day",33,NA,"Riffle","","Center",NA,"Rock","Night",-72.3264618333333,42.4452806666667,"","iPad",1.65,"2024-08-01 04:38:01"
"2024-08-01 04:47:00","UNDERHILL","day",45,NA,"Riffle","","Center",NA,"Rock","Night",-72.3278335,42.4452575,"","iPad",1.65,"2024-08-01 04:38:01"
"2024-08-01 04:59:00","UNDERHILL","day",45,185,"Pool","Woody_debris","",NA,"Rock,Pebble","Mostly shaded",-72.3279478333333,42.4449025,"Seems to be moving","iPad",1.65,"2024-08-01 04:38:01"
"2024-08-01 05:12:00","UNDERHILL","day",35,NA,"Run","","Center",NA,"Rock","Lightly shaded",-72.329803,42.4436085,"May be dead. Hasn’t moved in 6 months!","iPad",1.65,"2024-08-01 04:38:01"
"2024-08-01 05:52:00","UNDERHILL","day",35,NA,"Pool","","Center",NA,"Rock","Mostly shaded",-72.3295898333333,42.443616,"","iPad",1.65,"2024-08-01 04:38:01"
"2024-08-01 06:08:00","UNDERHILL","day",44,NA,"Pool","","Center",NA,"Rock,Sand,Pebble","Mostly shaded",-72.3279356666667,42.445016,"","iPad",1.65,"2024-08-01 04:38:01"
"2024-08-01 06:18:00","UNDERHILL","day",45,NA,"Pool","","",NA,"Rock,Pebble","Mostly shaded",-72.3277301666667,42.4453,"","iPad",1.65,"2024-08-01 04:38:01"
"2024-08-01 06:25:00","UNDERHILL","day",34,NA,"Riffle","","",NA,"Rock","Mostly shaded",-72.3267956666667,42.4455335,"dead","iPad",1.65,"2024-08-01 04:38:01"
"2024-08-01 06:39:00","UNDERHILL","day",33,NA,"Run","Woody_debris","Center",NA,"Rock,Pebble","Mostly shaded",-72.3261803333333,42.4454495,"","iPad",1.65,"2024-08-01 04:38:01"
"2024-08-01 07:33:00","UNDERHILL","day",33,NA,"Run","","Center",NA,"Rock,Sand","Lightly shaded",-72.326308,42.4455856666667,"","iPad",1.65,"2024-08-01 04:38:01"
