"trackedTime_EST","river","shift","tagID","power","habitat","habitatExtra","position","substrate","substrateExtra","shade","lon","lat","fishNotes","source","totalDischarge","flowTime_EST"
"2024-08-01 07:44:00","UNDERHILL","day",45,NA,"Pool","","Center",NA,"Rock,Sand","Fully shaded",-72.3278398333333,42.4450458333333,"","iPad",1.65,"2024-08-01 04:38:01"
"2024-08-01 07:47:00","UNDERHILL","day",44,NA,"Pool","Woody_debris","Center",NA,"Rock,Sand,Pebble","Mostly shaded",-72.327992,42.4448963333333,"Suspected potentially dead, hasn’t moved in a long time, unable to find a shed tag ","iPad",1.65,"2024-08-01 04:38:01"
"2024-08-01 08:08:00","UNDERHILL","day",44,NA,"Pool","Woody_debris","Center",NA,"Rock,Sand","Lightly shaded",-72.3278358333333,42.4448086666667,"","iPad",1.65,"2024-08-01 04:38:01"
"2024-08-01 08:10:00","UNDERHILL","day",45,NA,"Pool","","Center",NA,"Rock,Sand","Mostly shaded",-72.3277865,42.4451558333333,"","iPad",1.65,"2024-08-01 04:38:01"
"2024-08-01 08:30:00","UNDERHILL","day",33,NA,"Riffle","Woody_debris","Center",NA,"Rock,Pebble","Mostly shaded",-72.3262303333333,42.4453358333333,"","iPad",1.65,"2024-08-01 04:38:01"
"2024-08-01 13:16:00","UNDERHILL","night",33,NA,"Run","","Center",NA,"Sand,Rock","Fully shaded",-72.326415,42.4456296666667,"","iPad",0.97,"2024-08-01 15:02:42"
"2024-08-01 13:20:00","UNDERHILL","night",45,NA,"Run","","Center",NA,"Rock,Sand","Mostly shaded",-72.3278303333333,42.445186,"","iPad",0.97,"2024-08-01 15:02:42"
"2024-08-01 13:33:00","UNDERHILL","night",44,NA,"Run","","Center",NA,"Sand,Pebble,Rock","Mostly shaded",-72.3278988333333,42.4448635,"","iPad",0.97,"2024-08-01 15:02:42"
"2024-08-01 13:42:00","UNDERHILL","night",35,NA,"Pool","","Right",NA,"Rock,Boulder,Sand","Mostly shaded",-72.3296471666667,42.4438096666667,"","iPad",0.97,"2024-08-01 15:02:42"
"2024-08-01 14:23:00","UNDERHILL","night",35,NA,"Pool","","Center",NA,"Boulder,Sand,Rock","Fully shaded",-72.32956,42.4438115,"","iPad",0.97,"2024-08-01 15:02:42"
"2024-08-01 14:43:00","UNDERHILL","night",44,NA,"Run","","Center",NA,"Sand,Rock,Boulder","Mostly shaded",-72.3279485,42.4448888333333,"","iPad",0.97,"2024-08-01 15:02:42"
"2024-08-01 14:45:00","UNDERHILL","night",45,NA,"Run","","Center",NA,"Rock,Sand","Mostly shaded",-72.3277096666667,42.4452693333333,"","iPad",0.97,"2024-08-01 15:02:42"
"2024-08-01 14:49:00","UNDERHILL","night",33,NA,"Run","","Center",NA,"Sand,Rock","Mostly shaded",-72.326402,42.4454048333333,"","iPad",0.97,"2024-08-01 15:02:42"
"2024-08-01 16:01:00","UNDERHILL","night",33,NA,"Run","","Center",NA,"Sand,Rock","Fully shaded",-72.3263321666667,42.4453613333333,"","iPad",0.97,"2024-08-01 15:02:42"
"2024-08-01 16:05:00","UNDERHILL","night",45,NA,"Run","","Center",NA,"Rock,Pebble,Sand","Fully shaded",-72.3278151666667,42.4453333333333,"","iPad",0.97,"2024-08-01 15:02:42"
"2024-08-01 16:09:00","UNDERHILL","night",44,NA,"Run","","Right",NA,"Sand,Rock","Fully shaded",-72.328081,42.444981,"","iPad",0.97,"2024-08-01 15:02:42"
"2024-08-01 16:20:00","UNDERHILL","night",35,NA,"Pool","","Center",NA,"Sand,Boulder,Rock","Fully shaded",-72.3296496666667,42.4438483333333,"","iPad",0.97,"2024-08-01 15:02:42"
"2024-08-01 16:53:00","UNDERHILL","night",35,NA,"Pool","","Center",NA,"Rock,Boulder","Fully shaded",-72.32972,42.4437426666667,"","iPad",0.97,"2024-08-01 15:02:42"
"2024-08-01 17:06:00","UNDERHILL","night",44,NA,"Run","","Center",NA,"Sand,Rock","Fully shaded",-72.3280743333333,42.4450178333333,"","iPad",0.97,"2024-08-01 15:02:42"
"2024-08-01 17:08:00","UNDERHILL","night",45,NA,"Run","","Center",NA,"Rock,Sand","Fully shaded",-72.3278785,42.445122,"","iPad",0.97,"2024-08-01 15:02:42"
"2024-08-01 17:14:00","UNDERHILL","night",33,NA,"Run","","Center",NA,"Sand,Rock","Fully shaded",-72.3263055,42.4453005,"","iPad",0.97,"2024-08-01 15:02:42"
"2024-08-01 18:04:00","UNDERHILL","night",33,NA,"Pool","Woody_debris","Center",NA,"Pebble","Mostly shaded",-72.3262285,42.44541,"","iPad",0.97,"2024-08-01 15:02:42"
"2024-08-01 18:08:00","UNDERHILL","night",45,NA,"Pool","Undercut_bank","Center",NA,"Pebble,Rock,Boulder","Mostly shaded",-72.3278453333333,42.4451083333333,"","iPad",0.97,"2024-08-01 15:02:42"
"2024-08-01 18:15:00","UNDERHILL","night",44,187,"Pool","Woody_debris","Center",NA,"Pebble,Rock,Boulder","Lightly shaded",-72.3277511666667,42.4450898333333,"","iPad",0.97,"2024-08-01 15:02:42"
"2024-08-02 03:54:00","DRY UPPER","day",39.1,NA,"Pool","Woody_debris,Undercut_bank","Right",NA,"Mud,Sand","Fully shaded",-72.50687,42.6680826666667,"","iPad",0.14,"2024-08-02 04:30:04"
"2024-08-02 04:12:00","DRY UPPER","day",29.1,NA,"Pool","Root_bundle,Woody_debris","Center",NA,"Mud,Sand,Pebble","Night",-72.5060126666666,42.668431,"","iPad",0.14,"2024-08-02 04:30:04"
"2024-08-02 04:20:00","DRY UPPER","day",30.1,NA,"Run","Undercut_bank,Woody_debris,Root_bundle","Left",NA,"Mud,Sand","Night",-72.505,42.668169,"","iPad",0.14,"2024-08-02 04:30:04"
"2024-08-02 04:30:00","DRY UPPER","day",16,NA,"Pool","Woody_debris","Left",NA,"Sand","Night",-72.5044876666667,42.6676221666667,"","iPad",0.14,"2024-08-02 04:30:04"
"2024-08-02 04:44:00","DRY UPPER","day",54,NA,"Pool","Woody_debris,Undercut_bank","Right",NA,"Mud,Sand","Night",-72.5040983333321,42.6660239999993,"","iPad",0.14,"2024-08-02 04:30:04"
"2024-08-02 05:22:00","DRY UPPER","day",21,NA,"Pool","","Center",NA,"Sand,Mud","Mostly shaded",-72.5043026666667,42.6619671666667,"","iPad",0.14,"2024-08-02 04:30:04"
"2024-08-02 06:32:00","DRY UPPER","day",39.1,NA,"Pool","Woody_debris,Undercut_bank","Right",NA,"Rock,Mud","Fully shaded",-72.506912,42.6681978333333,"","iPad",0.14,"2024-08-02 04:30:04"
"2024-08-02 06:38:00","DRY UPPER","day",29.1,NA,"Pool","Woody_debris","Center",NA,"Rock,Mud","Fully shaded",-72.5059883333333,42.6682543333333,"","iPad",0.14,"2024-08-02 04:30:04"
"2024-08-02 06:43:00","DRY UPPER","day",30.1,NA,"Pool","Woody_debris","Center",NA,"Mud","Fully shaded",-72.5050341666667,42.6683228333333,"","iPad",0.14,"2024-08-02 04:30:04"
"2024-08-02 06:52:00","DRY UPPER","day",16,NA,"Pool","Woody_debris","Center",NA,"Mud","Fully shaded",-72.5046796666667,42.6675736666667,"","iPad",0.14,"2024-08-02 04:30:04"
"2024-08-02 07:01:00","DRY UPPER","day",54,NA,"Pool","Woody_debris","Right",NA,"Mud,Rock","Fully shaded",-72.5040199999988,42.6658939999993,"","iPad",0.14,"2024-08-02 04:30:04"
"2024-08-02 07:52:00","DRY UPPER","day",21,NA,"Pool","Undercut_bank,Root_bundle","Left",NA,"Mud,Rock","Fully shaded",-72.5045128333333,42.6619348333333,"","iPad",0.14,"2024-08-02 04:30:04"
"2024-08-02 08:47:00","DRY UPPER","day",52,NA,"","","",NA,"Mud","",-72.5034388333333,42.66195,"Found dead in swamp. Recovered tag.","iPad",0.14,"2024-08-02 04:30:04"
"2024-08-02 13:23:00","DRY UPPER","night",21,NA,"Pool","Undercut_bank","Center",NA,"Rock,Pebble,Granule","Mostly shaded",-72.504573,42.6618805,"","iPad",0.09,"2024-08-02 16:15:02"
"2024-08-02 14:00:00","DRY UPPER","night",29.1,NA,"Pool","Woody_debris,Root_bundle","Center",NA,"Pebble,Rock,Granule","",-72.505863,42.668392,"","iPad",0.09,"2024-08-02 16:15:02"
"2024-08-02 14:11:00","DRY UPPER","night",30.1,NA,"Pool","Undercut_bank","Center",NA,"Pebble,Granule,Rock","Mostly shaded",-72.5051725,42.6681005,"","iPad",0.09,"2024-08-02 16:15:02"
"2024-08-02 14:14:00","DRY UPPER","night",16,NA,"","Woody_debris","Right",NA,"Pebble,Rock,Granule","Mostly shaded",-72.5044545,42.6675766666667,"","iPad",0.09,"2024-08-02 16:15:02"
"2024-08-02 14:20:00","DRY UPPER","night",54,NA,"Pool","Undercut_bank,Woody_debris,Root_bundle","Center",NA,"Granule,Pebble,Rock","Mostly shaded",-72.5040755,42.6660686666667,"","iPad",0.09,"2024-08-02 16:15:02"
"2024-08-02 14:41:00","DRY UPPER","night",54,NA,"Pool","Woody_debris","Left",NA,"Mud,Rock","Fully shaded",-72.5040893333333,42.6661395,"","iPad",0.09,"2024-08-02 16:15:02"
"2024-08-02 14:47:00","DRY UPPER","night",16,NA,"Pool","Root_bundle,Woody_debris","Center",NA,"Pebble,Rock","Mostly shaded",-72.5046048333333,42.6676996666667,"","iPad",0.09,"2024-08-02 16:15:02"
"2024-08-02 14:50:00","DRY UPPER","night",30.1,NA,"Pool","Root_bundle,Woody_debris","",NA,"Pebble,Granule,Rock","Lightly shaded",-72.5050701666667,42.6682086666667,"","iPad",0.09,"2024-08-02 16:15:02"
"2024-08-02 14:53:00","DRY UPPER","night",29.1,NA,"Pool","Root_bundle,Woody_debris","Center",NA,"Pebble,Rock,Granule","Mostly shaded",-72.5059121666667,42.6684473333333,"","iPad",0.09,"2024-08-02 16:15:02"
"2024-08-02 16:53:00","DRY UPPER","night",29.1,NA,"Pool","Woody_debris,Root_bundle","Center",NA,"Pebble,Rock,Granule","Mostly shaded",-72.5059005,42.6683775,"","iPad",0.09,"2024-08-02 16:15:02"
