"habitat","position","substrate","shade","fishNotes","habitatExtra","substrateExtra","signal","lon","lat","trackedTime","shift","river","tagID","source","airTemp","cloud","precip","startTime","endTime","iso","streamNotes","isoTime","downstreamGPS","downstreamGain","upstreamGPS","upstreamGain","totalDischarge","meanTemp","flowTime"
"Riffle","Center","Rock","Fully shaded","","",NA,NA,-72.4603766666667,42.3816186666667,"2024-06-11 05:57:00","day","AMETHYST",59,"iPad",71,"Partly cloudy/partly sunny","No rain","06:30","12:00","AMTH202406111000EST",NA,"10:00",NA,NA,NA,NA,NA,NA,NA
"Riffle","Center","Rock","Fully shaded","","",NA,NA,-72.4602998333333,42.3813595,"2024-06-11 06:08:00","day","AMETHYST",60,"iPad",71,"Partly cloudy/partly sunny","No rain","06:30","12:00","AMTH202406111000EST",NA,"10:00",NA,NA,NA,NA,NA,NA,NA
"Riffle","Center","Rock","Fully shaded","","",NA,NA,-72.4602331666667,42.3813855,"2024-06-11 06:15:00","day","AMETHYST",19,"iPad",71,"Partly cloudy/partly sunny","No rain","06:30","12:00","AMTH202406111000EST",NA,"10:00",NA,NA,NA,NA,NA,NA,NA
"Run","Left","Pebble","Mostly shaded","","",NA,NA,-72.4601516666667,42.3809533333333,"2024-06-11 06:19:00","day","AMETHYST",20,"iPad",71,"Partly cloudy/partly sunny","No rain","06:30","12:00","AMTH202406111000EST",NA,"10:00",NA,NA,NA,NA,NA,NA,NA
"Run","Left","Rock","Mostly shaded","","",NA,NA,-72.460342,42.3810545,"2024-06-11 06:28:00","day","AMETHYST",57,"iPad",71,"Partly cloudy/partly sunny","No rain","06:30","12:00","AMTH202406111000EST",NA,"10:00",NA,NA,NA,NA,NA,NA,NA
"Glide","Center","Rock","Fully shaded","","",NA,NA,-72.460092,42.380942,"2024-06-11 06:34:00","day","AMETHYST",12,"iPad",71,"Partly cloudy/partly sunny","No rain","06:30","12:00","AMTH202406111000EST",NA,"10:00",NA,NA,NA,NA,NA,NA,NA
"Riffle","Right","Rock","Lightly shaded","Moved to a small riffle upstream ","",NA,NA,-72.4595806666667,42.3810635,"2024-06-11 06:46:00","day","AMETHYST",15,"iPad",71,"Partly cloudy/partly sunny","No rain","06:30","12:00","AMTH202406111000EST",NA,"10:00",NA,NA,NA,NA,NA,NA,NA
"Glide","Center","Rock","Fully shaded","","",NA,NA,-72.459582,42.3811,"2024-06-11 06:49:00","day","AMETHYST",13,"iPad",71,"Partly cloudy/partly sunny","No rain","06:30","12:00","AMTH202406111000EST",NA,"10:00",NA,NA,NA,NA,NA,NA,NA
"Pool","Right","Rock","Fully shaded","","",NA,NA,-72.4597758333333,42.3812375,"2024-06-11 07:04:00","day","AMETHYST",62,"iPad",71,"Partly cloudy/partly sunny","No rain","06:30","12:00","AMTH202406111000EST",NA,"10:00",NA,NA,NA,NA,NA,NA,NA
"Pool","Right","Rock","Fully shaded","","",NA,NA,-72.4597076666667,42.3811855,"2024-06-11 07:05:00","day","AMETHYST",11,"iPad",71,"Partly cloudy/partly sunny","No rain","06:30","12:00","AMTH202406111000EST",NA,"10:00",NA,NA,NA,NA,NA,NA,NA
"Glide","Center","Rock","Fully shaded","","",NA,NA,-72.4598146666667,42.3812323333333,"2024-06-11 07:06:00","day","AMETHYST",18,"iPad",71,"Partly cloudy/partly sunny","No rain","06:30","12:00","AMTH202406111000EST",NA,"10:00",NA,NA,NA,NA,NA,NA,NA
"Pool","Center","Pebble","Fully shaded","","",NA,NA,-72.460664,42.3815331666667,"2024-06-11 07:24:00","day","AMETHYST",56,"iPad",71,"Partly cloudy/partly sunny","No rain","06:30","12:00","AMTH202406111000EST",NA,"10:00",NA,NA,NA,NA,NA,NA,NA
"Pool","Center","Rock","Fully shaded","","",NA,NA,-72.460666,42.3815423333333,"2024-06-11 07:24:00","day","AMETHYST",14,"iPad",71,"Partly cloudy/partly sunny","No rain","06:30","12:00","AMTH202406111000EST",NA,"10:00",NA,NA,NA,NA,NA,NA,NA
"Glide","Center","Rock","Mostly shaded","","",NA,NA,-72.4601966666667,42.3813616666667,"2024-06-11 10:18:00","day","AMETHYST",60,"iPad",71,"Partly cloudy/partly sunny","No rain","06:30","12:00","AMTH202406111000EST",NA,"10:00",NA,NA,NA,NA,NA,NA,NA
"Pool","Center","Rock","Fully shaded","","",NA,NA,-72.4609786666667,42.3814063333333,"2024-06-11 10:29:00","day","AMETHYST",56,"iPad",71,"Partly cloudy/partly sunny","No rain","06:30","12:00","AMTH202406111000EST",NA,"10:00",NA,NA,NA,NA,NA,NA,NA
"Run","Right","Rock","Fully shaded","","",NA,NA,-72.4609373333333,42.3814068333333,"2024-06-11 10:29:00","day","AMETHYST",14,"iPad",71,"Partly cloudy/partly sunny","No rain","06:30","12:00","AMTH202406111000EST",NA,"10:00",NA,NA,NA,NA,NA,NA,NA
"Riffle","Center","Rock","Mostly shaded","","",NA,NA,-72.4618158333333,42.3810043333333,"2024-06-11 10:53:00","day","AMETHYST",61,"iPad",71,"Partly cloudy/partly sunny","No rain","06:30","12:00","AMTH202406111000EST",NA,"10:00",NA,NA,NA,NA,NA,NA,NA
"Riffle","Center","Pebble","Fully shaded","","",NA,NA,-72.4603616666667,42.3813595,"2024-06-11 17:18:00","night","AMETHYST",19,"iPad",68,"Cloudy","No rain","17:14","23:20","AMTH202406111723EST",NA,"17:23",NA,NA,NA,NA,NA,NA,NA
"Pool","Left","Pebble","Fully shaded","","",NA,NA,-72.4603848333333,42.3814365,"2024-06-11 17:25:00","night","AMETHYST",60,"iPad",68,"Cloudy","No rain","17:14","23:20","AMTH202406111723EST",NA,"17:23",NA,NA,NA,NA,NA,NA,NA
"Run","Right","Rock","Fully shaded","","",NA,NA,-72.4597635,42.3811593333333,"2024-06-11 17:30:00","night","AMETHYST",11,"iPad",68,"Cloudy","No rain","17:14","23:20","AMTH202406111723EST",NA,"17:23",NA,NA,NA,NA,NA,NA,NA
"Run","Right","Sand","Fully shaded","","",NA,NA,-72.459722,42.3810871666667,"2024-06-11 17:31:00","night","AMETHYST",62,"iPad",68,"Cloudy","No rain","17:14","23:20","AMTH202406111723EST",NA,"17:23",NA,NA,NA,NA,NA,NA,NA
"Pool","Center","Rock","Fully shaded","","",NA,NA,-72.45982,42.3812088333333,"2024-06-11 17:35:00","night","AMETHYST",18,"iPad",68,"Cloudy","No rain","17:14","23:20","AMTH202406111723EST",NA,"17:23",NA,NA,NA,NA,NA,NA,NA
"Pool","Left","Rock","Night","","",NA,NA,-72.4600805,42.3809868333333,"2024-06-11 17:59:00","night","AMETHYST",20,"iPad",68,"Cloudy","No rain","17:14","23:20","AMTH202406111723EST",NA,"17:23",NA,NA,NA,NA,NA,NA,NA
"Pool","Center","Rock","Night","","",NA,NA,-72.4602985,42.3810526666667,"2024-06-11 18:05:00","night","AMETHYST",57,"iPad",68,"Cloudy","No rain","17:14","23:20","AMTH202406111723EST",NA,"17:23",NA,NA,NA,NA,NA,NA,NA
"Run","Center","Rock","Night","","",NA,NA,-72.4599706666667,42.3810313333333,"2024-06-11 18:18:00","night","AMETHYST",12,"iPad",68,"Cloudy","No rain","17:14","23:20","AMTH202406111723EST",NA,"17:23",NA,NA,NA,NA,NA,NA,NA
"Pool","Right","Granule","Night","","",NA,NA,-72.459586,42.3809103333333,"2024-06-11 18:30:00","night","AMETHYST",15,"iPad",68,"Cloudy","No rain","17:14","23:20","AMTH202406111723EST",NA,"17:23",NA,NA,NA,NA,NA,NA,NA
"Pool","Right","Rock","Night","","",NA,NA,-72.4596096666667,42.3808966666667,"2024-06-11 18:31:00","night","AMETHYST",13,"iPad",68,"Cloudy","No rain","17:14","23:20","AMTH202406111723EST",NA,"17:23",NA,NA,NA,NA,NA,NA,NA
"Pool","Right","Granule","Night","","",NA,NA,-72.4605465,42.3816071666667,"2024-06-11 18:46:00","night","AMETHYST",59,"iPad",68,"Cloudy","No rain","17:14","23:20","AMTH202406111723EST",NA,"17:23",NA,NA,NA,NA,NA,NA,NA
"Pool","Right","Granule","Night","","",NA,NA,-72.4609613333333,42.3814535,"2024-06-11 19:00:00","night","AMETHYST",56,"iPad",68,"Cloudy","No rain","17:14","23:20","AMTH202406111723EST",NA,"17:23",NA,NA,NA,NA,NA,NA,NA
"Run","Right","Pebble","Night","","",NA,NA,-72.4609275,42.3813653333333,"2024-06-11 19:07:00","night","AMETHYST",14,"iPad",68,"Cloudy","No rain","17:14","23:20","AMTH202406111723EST",NA,"17:23",NA,NA,NA,NA,NA,NA,NA
"Pool","Left","Rock","Night","","",NA,NA,-72.4619616666667,42.3808946666667,"2024-06-11 19:26:00","night","AMETHYST",61,"iPad",68,"Cloudy","No rain","17:14","23:20","AMTH202406111723EST",NA,"17:23",NA,NA,NA,NA,NA,NA,NA
"Pool","Left","Rock","Night","","",NA,NA,-72.4603981666667,42.3814278333333,"2024-06-11 19:32:00","night","AMETHYST",60,"iPad",68,"Cloudy","No rain","17:14","23:20","AMTH202406111723EST",NA,"17:23",NA,NA,NA,NA,NA,NA,NA
"Pool","Center","Granule","Night","","",NA,NA,-72.4602491666667,42.3813791666667,"2024-06-11 19:34:00","night","AMETHYST",19,"iPad",68,"Cloudy","No rain","17:14","23:20","AMTH202406111723EST",NA,"17:23",NA,NA,NA,NA,NA,NA,NA
"Run","Right","Sand","Night","","",NA,NA,-72.459731,42.3811205,"2024-06-11 19:40:00","night","AMETHYST",11,"iPad",68,"Cloudy","No rain","17:14","23:20","AMTH202406111723EST",NA,"17:23",NA,NA,NA,NA,NA,NA,NA
"Run","Right","Sand","Night","","",NA,NA,-72.4597061666667,42.3811851666667,"2024-06-11 19:41:00","night","AMETHYST",62,"iPad",68,"Cloudy","No rain","17:14","23:20","AMTH202406111723EST",NA,"17:23",NA,NA,NA,NA,NA,NA,NA
"Pool","Left","Rock","Night","","",NA,NA,-72.45987,42.3812783333333,"2024-06-11 19:43:00","night","AMETHYST",18,"iPad",68,"Cloudy","No rain","17:14","23:20","AMTH202406111723EST",NA,"17:23",NA,NA,NA,NA,NA,NA,NA
"Pool","Left","Pebble","Night","","",NA,NA,-72.4603555,42.3810193333333,"2024-06-11 19:57:00","night","AMETHYST",20,"iPad",68,"Cloudy","No rain","17:14","23:20","AMTH202406111723EST",NA,"17:23",NA,NA,NA,NA,NA,NA,NA
"Pool","Left","Pebble","Night","","",NA,NA,-72.4602273333333,42.3810216666667,"2024-06-11 20:00:00","night","AMETHYST",57,"iPad",68,"Cloudy","No rain","17:14","23:20","AMTH202406111723EST",NA,"17:23",NA,NA,NA,NA,NA,NA,NA
"Run","Right","Rock","Night","","",NA,NA,-72.4601111666667,42.38092,"2024-06-11 20:02:00","night","AMETHYST",12,"iPad",68,"Cloudy","No rain","17:14","23:20","AMTH202406111723EST",NA,"17:23",NA,NA,NA,NA,NA,NA,NA
"Run","Center","Rock","Night","","",NA,NA,-72.459656,42.38082,"2024-06-11 20:07:00","night","AMETHYST",15,"iPad",68,"Cloudy","No rain","17:14","23:20","AMTH202406111723EST",NA,"17:23",NA,NA,NA,NA,NA,NA,NA
"Pool","Right","Granule","Night","","",NA,NA,-72.4604455,42.3815671666667,"2024-06-11 20:21:00","night","AMETHYST",59,"iPad",68,"Cloudy","No rain","17:14","23:20","AMTH202406111723EST",NA,"17:23",NA,NA,NA,NA,NA,NA,NA
"Pool","Center","Granule","Night","","",NA,NA,-72.4608845,42.3813341666667,"2024-06-11 20:30:00","night","AMETHYST",56,"iPad",68,"Cloudy","No rain","17:14","23:20","AMTH202406111723EST",NA,"17:23",NA,NA,NA,NA,NA,NA,NA
"Riffle","Center","Rock","Night","","",NA,NA,-72.4602475,42.3814568333333,"2024-06-11 21:08:00","night","AMETHYST",60,"iPad",68,"Cloudy","No rain","17:14","23:20","AMTH202406111723EST",NA,"17:23",NA,NA,NA,NA,NA,NA,NA
"Run","Center","Rock","Night","","",NA,NA,-72.460177,42.3812968333333,"2024-06-11 21:12:00","night","AMETHYST",19,"iPad",68,"Cloudy","No rain","17:14","23:20","AMTH202406111723EST",NA,"17:23",NA,NA,NA,NA,NA,NA,NA
"Pool","Center","Sand","Night","","",NA,NA,-72.4596645,42.3811295,"2024-06-11 21:18:00","night","AMETHYST",62,"iPad",68,"Cloudy","No rain","17:14","23:20","AMTH202406111723EST",NA,"17:23",NA,NA,NA,NA,NA,NA,NA
"Pool","Center","Sand","Night","","",NA,NA,-72.4597088333333,42.3811326666667,"2024-06-11 21:22:00","night","AMETHYST",11,"iPad",68,"Cloudy","No rain","17:14","23:20","AMTH202406111723EST",NA,"17:23",NA,NA,NA,NA,NA,NA,NA
"Run","Right","Rock","Night","","",NA,NA,-72.4601321666667,42.3809658333333,"2024-06-11 21:39:00","night","AMETHYST",12,"iPad",68,"Cloudy","No rain","17:14","23:20","AMTH202406111723EST",NA,"17:23",NA,NA,NA,NA,NA,NA,NA
"Run","Center","Rock","Night","","",NA,NA,-72.4596036666667,42.3808858333333,"2024-06-11 21:51:00","night","AMETHYST",13,"iPad",68,"Cloudy","No rain","17:14","23:20","AMTH202406111723EST",NA,"17:23",NA,NA,NA,NA,NA,NA,NA
"Run","Center","Rock","Night","","",NA,NA,-72.459587,42.3807855,"2024-06-11 22:03:00","night","AMETHYST",15,"iPad",68,"Cloudy","No rain","17:14","23:20","AMTH202406111723EST",NA,"17:23",NA,NA,NA,NA,NA,NA,NA
"Run","Right","Rock","Night","","",NA,NA,-72.4598663333333,42.381316,"2024-06-11 22:07:00","night","AMETHYST",18,"iPad",68,"Cloudy","No rain","17:14","23:20","AMTH202406111723EST",NA,"17:23",NA,NA,NA,NA,NA,NA,NA
"Pool","Center","Rock","Night","","",NA,NA,-72.4603656666667,42.3809926666667,"2024-06-11 22:20:00","night","AMETHYST",20,"iPad",68,"Cloudy","No rain","17:14","23:20","AMTH202406111723EST",NA,"17:23",NA,NA,NA,NA,NA,NA,NA
"Riffle","Left","Rock","Night","","",NA,NA,-72.4603175,42.3810131666667,"2024-06-11 22:22:00","night","AMETHYST",57,"iPad",68,"Cloudy","No rain","17:14","23:20","AMTH202406111723EST",NA,"17:23",NA,NA,NA,NA,NA,NA,NA
"Run","Right","Rock","Night","Fast moving water right next to slow moving water.","",NA,NA,-72.4604705,42.3815606666667,"2024-06-11 22:34:00","night","AMETHYST",59,"iPad",68,"Cloudy","No rain","17:14","23:20","AMTH202406111723EST",NA,"17:23",NA,NA,NA,NA,NA,NA,NA
"Pool","Center","Granule","Night","","",NA,NA,-72.4610081666667,42.381548,"2024-06-11 22:45:00","night","AMETHYST",56,"iPad",68,"Cloudy","No rain","17:14","23:20","AMTH202406111723EST",NA,"17:23",NA,NA,NA,NA,NA,NA,NA
"Run","Right","Pebble","Night","","",NA,NA,-72.4609903333333,42.3814111666667,"2024-06-11 22:50:00","night","AMETHYST",14,"iPad",68,"Cloudy","No rain","17:14","23:20","AMTH202406111723EST",NA,"17:23",NA,NA,NA,NA,NA,NA,NA
"Run","Left","Rock","Night","On the edge of fast and slow moving water.","",NA,NA,-72.461756,42.3807873333333,"2024-06-11 23:01:00","night","AMETHYST",61,"iPad",68,"Cloudy","No rain","17:14","23:20","AMTH202406111723EST",NA,"17:23",NA,NA,NA,NA,NA,NA,NA
"Riffle","Right","Rock","Mostly shaded","","Root_bundle",NA,NA,-72.3247363333333,42.444896,"2024-06-12 05:45:00","day","UNDERHILL",41,"iPad",71,"Clear","No rain","05:26","10:58","UNDH202406120734EST",NA,"07:34",NA,NA,NA,NA,0.86,14.51,"2024-06-12 10:04:18"
"Riffle","Right","Rock","Mostly shaded","","Woody_debris,Root_bundle",NA,NA,-72.3253928333333,42.445208,"2024-06-12 06:11:00","day","UNDERHILL",43,"iPad",71,"Clear","No rain","05:26","10:58","UNDH202406120734EST",NA,"07:34",NA,NA,NA,NA,0.86,14.51,"2024-06-12 10:04:18"
"Run","Center","Rock","Mostly shaded","","Root_bundle,Woody_debris",NA,NA,-72.3257038333333,42.4453351666667,"2024-06-12 06:16:00","day","UNDERHILL",40,"iPad",71,"Clear","No rain","05:26","10:58","UNDH202406120734EST",NA,"07:34",NA,NA,NA,NA,0.86,14.51,"2024-06-12 10:04:18"
"Glide","Left","Rock","Fully shaded","","Root_bundle",NA,NA,-72.3266293333333,42.445448,"2024-06-12 06:31:00","day","UNDERHILL",33,"iPad",71,"Clear","No rain","05:26","10:58","UNDH202406120734EST",NA,"07:34",NA,NA,NA,NA,0.86,14.51,"2024-06-12 10:04:18"
"Pool","Right","Rock","Mostly shaded","","Woody_debris,Root_bundle",NA,NA,-72.326717,42.4455346666667,"2024-06-12 06:34:00","day","UNDERHILL",34,"iPad",71,"Clear","No rain","05:26","10:58","UNDH202406120734EST",NA,"07:34",NA,NA,NA,NA,0.86,14.51,"2024-06-12 10:04:18"
"Run","Center","Rock","Fully shaded","","Root_bundle,Woody_debris",NA,NA,-72.3275183333333,42.4451651666667,"2024-06-12 06:47:00","day","UNDERHILL",45,"iPad",71,"Clear","No rain","05:26","10:58","UNDH202406120734EST",NA,"07:34",NA,NA,NA,NA,0.86,14.51,"2024-06-12 10:04:18"
"Riffle","Center","Rock","Mostly shaded","","Root_bundle,Woody_debris",NA,NA,-72.3275865,42.4451106666667,"2024-06-12 06:49:00","day","UNDERHILL",36,"iPad",71,"Clear","No rain","05:26","10:58","UNDH202406120734EST",NA,"07:34",NA,NA,NA,NA,0.86,14.51,"2024-06-12 10:04:18"
"Run","Center","Mud","Fully shaded","","Root_bundle,Woody_debris",NA,NA,-72.3277413333333,42.4450601666667,"2024-06-12 06:50:00","day","UNDERHILL",27,"iPad",71,"Clear","No rain","05:26","10:58","UNDH202406120734EST",NA,"07:34",NA,NA,NA,NA,0.86,14.51,"2024-06-12 10:04:18"
"Run","Right","Pebble","Mostly shaded","","",NA,NA,-72.327927,42.4448678333333,"2024-06-12 06:58:00","day","UNDERHILL",44,"iPad",71,"Clear","No rain","05:26","10:58","UNDH202406120734EST",NA,"07:34",NA,NA,NA,NA,0.86,14.51,"2024-06-12 10:04:18"
"Riffle","Left","Rock","Mostly shaded","Moving","",NA,NA,-72.3283713333333,42.4444715,"2024-06-12 07:10:00","day","UNDERHILL",35,"iPad",71,"Clear","No rain","05:26","10:58","UNDH202406120734EST",NA,"07:34",NA,NA,NA,NA,0.86,14.51,"2024-06-12 10:04:18"
"Pool","Right","Mud","Mostly shaded","","",NA,NA,-72.3247125,42.4451701666667,"2024-06-12 09:21:00","day","UNDERHILL",41,"iPad",71,"Clear","No rain","05:26","10:58","UNDH202406120734EST",NA,"07:34",NA,NA,NA,NA,0.86,14.51,"2024-06-12 10:04:18"
"Pool","Right","Rock","Lightly shaded","","",NA,NA,-72.3252676666667,42.4451343333333,"2024-06-12 09:30:00","day","UNDERHILL",43,"iPad",71,"Clear","No rain","05:26","10:58","UNDH202406120734EST",NA,"07:34",NA,NA,NA,NA,0.86,14.51,"2024-06-12 10:04:18"
"Riffle","Right","Rock","Lightly shaded","","",NA,NA,-72.3255553333333,42.4452646666667,"2024-06-12 09:34:00","day","UNDERHILL",40,"iPad",71,"Clear","No rain","05:26","10:58","UNDH202406120734EST",NA,"07:34",NA,NA,NA,NA,0.86,14.51,"2024-06-12 10:04:18"
"Riffle","Left","Rock","Fully shaded","","",NA,NA,-72.3264515,42.4455353333333,"2024-06-12 09:44:00","day","UNDERHILL",33,"iPad",71,"Clear","No rain","05:26","10:58","UNDH202406120734EST",NA,"07:34",NA,NA,NA,NA,0.86,14.51,"2024-06-12 10:04:18"
"Pool","Right","Rock","Mostly shaded","","",NA,NA,-72.3266251666667,42.4455858333333,"2024-06-12 09:45:00","day","UNDERHILL",34,"iPad",71,"Clear","No rain","05:26","10:58","UNDH202406120734EST",NA,"07:34",NA,NA,NA,NA,0.86,14.51,"2024-06-12 10:04:18"
"Run","Right","Rock","Fully shaded","","",NA,NA,-72.3276813333333,42.4450188333333,"2024-06-12 09:54:00","day","UNDERHILL",45,"iPad",71,"Clear","No rain","05:26","10:58","UNDH202406120734EST",NA,"07:34",NA,NA,NA,NA,0.86,14.51,"2024-06-12 10:04:18"
"Run","Center","Rock","Fully shaded","","",NA,NA,-72.3277121666667,42.4450431666667,"2024-06-12 09:57:00","day","UNDERHILL",27,"iPad",71,"Clear","No rain","05:26","10:58","UNDH202406120734EST",NA,"07:34",NA,NA,NA,NA,0.86,14.51,"2024-06-12 10:04:18"
"Pool","Right","Rock","Fully shaded","","",NA,NA,-72.3278693333333,42.4448423333333,"2024-06-12 10:01:00","day","UNDERHILL",44,"iPad",71,"Clear","No rain","05:26","10:58","UNDH202406120734EST",NA,"07:34",NA,NA,NA,NA,0.86,14.51,"2024-06-12 10:04:18"
"Pool","Right","Rock","Mostly shaded","","",NA,NA,-72.3281336666667,42.444564,"2024-06-12 10:07:00","day","UNDERHILL",35,"iPad",71,"Clear","No rain","05:26","10:58","UNDH202406120734EST",NA,"07:34",NA,NA,NA,NA,0.86,14.51,"2024-06-12 10:04:18"
"Run","Left","Rock","Fully shaded","","",NA,NA,-72.3284323333333,42.444425,"2024-06-12 10:29:00","day","UNDERHILL",35,"iPad",71,"Clear","No rain","05:26","10:58","UNDH202406120734EST",NA,"07:34",NA,NA,NA,NA,0.86,14.51,"2024-06-12 10:04:18"
"Pool","Right","Rock","Fully shaded","","",NA,NA,-72.3279301666667,42.4448195,"2024-06-12 10:38:00","day","UNDERHILL",44,"iPad",71,"Clear","No rain","05:26","10:58","UNDH202406120734EST",NA,"07:34",NA,NA,NA,NA,0.86,14.51,"2024-06-12 10:04:18"
"Run","Center","Rock","Fully shaded","","",NA,NA,-72.327636,42.4451036666667,"2024-06-12 10:40:00","day","UNDERHILL",27,"iPad",71,"Clear","No rain","05:26","10:58","UNDH202406120734EST",NA,"07:34",NA,NA,NA,NA,0.86,14.51,"2024-06-12 10:04:18"
"Riffle","Left","Rock","Fully shaded","","",NA,NA,-72.3275648333333,42.4452135,"2024-06-12 10:42:00","day","UNDERHILL",36,"iPad",71,"Clear","No rain","05:26","10:58","UNDH202406120734EST",NA,"07:34",NA,NA,NA,NA,0.86,14.51,"2024-06-12 10:04:18"
"Riffle","Left","Rock","Fully shaded","","",NA,NA,-72.3274926666667,42.445161,"2024-06-12 10:42:00","day","UNDERHILL",45,"iPad",71,"Clear","No rain","05:26","10:58","UNDH202406120734EST",NA,"07:34",NA,NA,NA,NA,0.86,14.51,"2024-06-12 10:04:18"
"Pool","Right","Rock","Fully shaded","","",NA,NA,-72.3267635,42.4453338333333,"2024-06-12 10:46:00","day","UNDERHILL",34,"iPad",71,"Clear","No rain","05:26","10:58","UNDH202406120734EST",NA,"07:34",NA,NA,NA,NA,0.86,14.51,"2024-06-12 10:04:18"
"Riffle","Left","Rock","Fully shaded","","",NA,NA,-72.32633,42.4455118333333,"2024-06-12 10:47:00","day","UNDERHILL",33,"iPad",71,"Clear","No rain","05:26","10:58","UNDH202406120734EST",NA,"07:34",NA,NA,NA,NA,0.86,14.51,"2024-06-12 10:04:18"
"Riffle","Center","Rock","Fully shaded","","",NA,NA,-72.3254886666667,42.4453068333333,"2024-06-12 10:53:00","day","UNDERHILL",44,"iPad",71,"Clear","No rain","05:26","10:58","UNDH202406120734EST",NA,"07:34",NA,NA,NA,NA,0.86,14.51,"2024-06-12 10:04:18"
"Pool","Left","Rock","Fully shaded","","",NA,NA,-72.3252048333333,42.4451071666667,"2024-06-12 10:54:00","day","UNDERHILL",43,"iPad",71,"Clear","No rain","05:26","10:58","UNDH202406120734EST",NA,"07:34",NA,NA,NA,NA,0.86,14.51,"2024-06-12 10:04:18"
"Pool","Right","Rock","Fully shaded","","",NA,NA,-72.3247163333333,42.445034,"2024-06-12 10:56:00","day","UNDERHILL",41,"iPad",71,"Clear","No rain","05:26","10:58","UNDH202406120734EST",NA,"07:34",NA,NA,NA,NA,0.86,14.51,"2024-06-12 10:04:18"
"Pool","Left","Rock","Night","","",NA,NA,-72.3248206666667,42.444941,"2024-06-12 19:02:00","night","UNDERHILL",41,"iPad",68,"Mostly sunny/mostly clear","No rain","18:55","22:52","UNDH202406121908EST",NA,"19:08",NA,NA,NA,NA,0.29,16.42,"2024-06-12 21:19:39"
"Run","Right","Rock","Night","","",NA,NA,-72.3253458333333,42.445162,"2024-06-12 19:12:00","night","UNDERHILL",43,"iPad",68,"Mostly sunny/mostly clear","No rain","18:55","22:52","UNDH202406121908EST",NA,"19:08",NA,NA,NA,NA,0.29,16.42,"2024-06-12 21:19:39"
"Run","Right","Sand","Night","","",NA,NA,-72.3257595,42.445194,"2024-06-12 19:27:00","night","UNDERHILL",40,"iPad",68,"Mostly sunny/mostly clear","No rain","18:55","22:52","UNDH202406121908EST",NA,"19:08",NA,NA,NA,NA,0.29,16.42,"2024-06-12 21:19:39"
"Run","Left","Rock","Night","","",NA,NA,-72.326575,42.4454493333333,"2024-06-12 19:40:00","night","UNDERHILL",33,"iPad",68,"Mostly sunny/mostly clear","No rain","18:55","22:52","UNDH202406121908EST",NA,"19:08",NA,NA,NA,NA,0.29,16.42,"2024-06-12 21:19:39"
"Pool","Right","Rock","Night","","",NA,NA,-72.3265758333333,42.4455405,"2024-06-12 19:44:00","night","UNDERHILL",34,"iPad",68,"Mostly sunny/mostly clear","No rain","18:55","22:52","UNDH202406121908EST",NA,"19:08",NA,NA,NA,NA,0.29,16.42,"2024-06-12 21:19:39"
"Run","Right","Rock","Night","","",NA,NA,-72.3275985,42.4454813333333,"2024-06-12 20:01:00","night","UNDERHILL",45,"iPad",68,"Mostly sunny/mostly clear","No rain","18:55","22:52","UNDH202406121908EST",NA,"19:08",NA,NA,NA,NA,0.29,16.42,"2024-06-12 21:19:39"
"Pool","Left","Rock","Night","","",NA,NA,-72.3276705,42.4451838333333,"2024-06-12 20:05:00","night","UNDERHILL",36,"iPad",68,"Mostly sunny/mostly clear","No rain","18:55","22:52","UNDH202406121908EST",NA,"19:08",NA,NA,NA,NA,0.29,16.42,"2024-06-12 21:19:39"
"Run","Left","Rock","Night","","",NA,NA,-72.3278666666667,42.4451821666667,"2024-06-12 20:08:00","night","UNDERHILL",27,"iPad",68,"Mostly sunny/mostly clear","No rain","18:55","22:52","UNDH202406121908EST",NA,"19:08",NA,NA,NA,NA,0.29,16.42,"2024-06-12 21:19:39"
"Pool","Right","Rock","Night","","",NA,NA,-72.3279586666667,42.4448833333333,"2024-06-12 20:13:00","night","UNDERHILL",44,"iPad",68,"Mostly sunny/mostly clear","No rain","18:55","22:52","UNDH202406121908EST",NA,"19:08",NA,NA,NA,NA,0.29,16.42,"2024-06-12 21:19:39"
"Pool","Left","Sand","Night","","",NA,NA,-72.3284601666667,42.4444613333333,"2024-06-12 20:26:00","night","UNDERHILL",35,"iPad",68,"Mostly sunny/mostly clear","No rain","18:55","22:52","UNDH202406121908EST",NA,"19:08",NA,NA,NA,NA,0.29,16.42,"2024-06-12 21:19:39"
"Run","Center","Rock","Night","It is in the water coming right out of the culvert.","",NA,NA,-72.3247178333333,42.4449025,"2024-06-12 20:43:00","night","UNDERHILL",41,"iPad",68,"Mostly sunny/mostly clear","No rain","18:55","22:52","UNDH202406121908EST",NA,"19:08",NA,NA,NA,NA,0.29,16.42,"2024-06-12 21:19:39"
"Riffle","Right","Rock","Night","","",NA,NA,-72.325395,42.4451685,"2024-06-12 20:51:00","night","UNDERHILL",43,"iPad",68,"Mostly sunny/mostly clear","No rain","18:55","22:52","UNDH202406121908EST",NA,"19:08",NA,NA,NA,NA,0.29,16.42,"2024-06-12 21:19:39"
"Run","Right","Rock","Night","","",NA,NA,-72.3257493333333,42.4451615,"2024-06-12 20:59:00","night","UNDERHILL",40,"iPad",68,"Mostly sunny/mostly clear","No rain","18:55","22:52","UNDH202406121908EST",NA,"19:08",NA,NA,NA,NA,0.29,16.42,"2024-06-12 21:19:39"
