"trackedTime_EST","river","shift","tagID","power","habitat","habitatExtra","position","substrate","substrateExtra","shade","lon","lat","fishNotes","source"
"2024-07-02 17:10:00","BUFFAM","night",57,NA,"Pool","","Left",NA,"Rock","Mostly shaded",-72.4597278333333,42.38123,"","iPad"
"2024-07-02 17:11:00","BUFFAM","night",62,NA,"Run","","Center",NA,"Rock","Lightly shaded",-72.4596403333333,42.3812006666667,"","iPad"
"2024-07-02 17:13:00","BUFFAM","night",19,NA,"Pool","","Right",NA,"Rock","Mostly shaded",-72.4598858333333,42.381283,"","iPad"
"2024-07-02 17:13:00","BUFFAM","night",18,NA,"Glide","","Center",NA,"Rock","Mostly shaded",-72.459921,42.3813026666667,"","iPad"
"2024-07-02 17:14:00","BUFFAM","night",14,NA,"Riffle","","Center",NA,"Rock","Mostly shaded",-72.4599558333333,42.3812691666667,"","iPad"
"2024-07-02 17:15:00","BUFFAM","night",56,NA,"Pool","","Left",NA,"Rock","Fully shaded",-72.4602521666667,42.3812826666667,"","iPad"
"2024-07-02 17:16:00","HARRIS","night",20,NA,"Pool","","Center",NA,"Rock","Fully shaded",-72.4603671666667,42.3811178333333,"","iPad"
"2024-07-02 18:02:00","BUFFAM","night",60,NA,"Pool","","Left",NA,"Rock","Mostly shaded",-72.458505,42.3821065,"","iPad"
"2024-07-02 18:07:00","BUFFAM","night",62,NA,"Pool","","Right",NA,"Rock","Mostly shaded",-72.4596661666667,42.3813226666667,"","iPad"
"2024-07-02 18:08:00","BUFFAM","night",57,NA,"Pool","","Center",NA,"Rock","Mostly shaded",-72.4596981666667,42.381132,"","iPad"
"2024-07-02 18:09:00","BUFFAM","night",18,NA,"Pool","","Left",NA,"Rock","Mostly shaded",-72.4598531666667,42.381212,"","iPad"
"2024-07-02 18:10:00","BUFFAM","night",19,NA,"Pool","","Right",NA,"Rock","Fully shaded",-72.4598713333333,42.381307,"","iPad"
"2024-07-02 18:11:00","BUFFAM","night",14,NA,"Pool","","Center",NA,"Rock,Granule","Mostly shaded",-72.4599398333333,42.3812605,"","iPad"
"2024-07-02 18:15:00","BUFFAM","night",56,NA,"Pool","Undercut_bank,Root_bundle","Center",NA,"Rock,Mud","Fully shaded",-72.4602733333333,42.3811628333333,"","iPad"
"2024-07-02 18:18:00","HARRIS","night",20,NA,"Pool","Woody_debris","Center",NA,"Rock","Fully shaded",-72.4603165,42.3812171666667,"","iPad"
"2024-07-03 03:51:00","UNDERHILL","day",41,NA,"Glide","Woody_debris","Right",NA,"Rock,Sand","Night",-72.3248033333333,42.4450003333333,"","iPad"
"2024-07-03 04:04:00","UNDERHILL","day",40,NA,"Riffle","","Center",NA,"Rock","Night",-72.3255353333333,42.4451173333333,"","iPad"
"2024-07-03 04:17:00","UNDERHILL","day",34,NA,"Riffle","","Center",NA,"Rock","Night",-72.3264155,42.4452935,"","iPad"
"2024-07-03 04:20:00","UNDERHILL","day",33,NA,"Riffle","","Right",NA,"Rock","Night",-72.3264016666667,42.4452845,"","iPad"
"2024-07-03 04:40:00","UNDERHILL","day",45,NA,"Riffle","","Right",NA,"Rock","Night",-72.3276768333333,42.4450048333333,"","iPad"
"2024-07-03 04:48:00","UNDERHILL","day",27,NA,"Riffle","","Center",NA,"Rock,Sand","Night",-72.327711,42.4453528333333,"","iPad"
"2024-07-03 04:51:00","UNDERHILL","day",44,NA,"Pool","","Center",NA,"","Mostly shaded",-72.3279821666667,42.4448693333333,"","iPad"
"2024-07-03 05:12:00","UNDERHILL","day",35,NA,"Pool","","Center",NA,"Pebble,Sand,Rock","Lightly shaded",-72.3298065,42.4436458333333,"","iPad"
"2024-07-03 05:49:00","UNDERHILL","day",35,NA,"Pool","","Center",NA,"Pebble,Sand,Rock","Lightly shaded",-72.329715,42.4435751666667,"","iPad"
"2024-07-03 06:02:00","UNDERHILL","day",44,NA,"Pool","Woody_debris","Center",NA,"Rock,Boulder","Fully shaded",-72.3278536666667,42.4449383333333,"","iPad"
"2024-07-03 06:05:00","UNDERHILL","day",45,NA,"Riffle","","Center",NA,"Pebble,Rock,Boulder","Fully shaded",-72.3277118333333,42.4450931666667,"","iPad"
"2024-07-03 06:07:00","UNDERHILL","day",27,NA,"Pool","","Left",NA,"Pebble,Sand","Mostly shaded",-72.3276698333333,42.4452485,"","iPad"
"2024-07-03 06:49:00","UNDERHILL","day",36,NA,"Pool","","Center",NA,"Rock,Mud,Pebble","Mostly shaded",-72.3269085,42.4458771666667,"Searched thoroughly for fish, cleared the area of all major rocks and hiding spots, now presumed dead - in the tributary","iPad"
"2024-07-03 07:00:00","UNDERHILL","day",33,NA,"Riffle","","Left",NA,"Rock","",-72.3263576666667,42.4455415,"","iPad"
"2024-07-03 07:11:00","UNDERHILL","day",34,NA,"Riffle","","Right",NA,"Sand,Boulder","Fully shaded",-72.3261918333333,42.4452623333333,"","iPad"
"2024-07-03 07:23:00","UNDERHILL","day",40,NA,"Riffle","","Right",NA,"Boulder","Fully shaded",-72.3254441666667,42.445119,"","iPad"
"2024-07-03 07:33:00","UNDERHILL","day",41,185,"Pool","","Center",NA,"Rock,Sand","Mostly shaded",-72.3245668333333,42.4450288333333,"","iPad"
"2024-07-03 08:15:00","UNDERHILL","day",41,NA,"Pool","Undercut_bank","Right",NA,"Rock","Mostly shaded",-72.3246718333333,42.4450891666667,"","iPad"
"2024-07-03 08:21:00","UNDERHILL","day",40,NA,"Riffle","","Right",NA,"Rock","Lightly shaded",-72.3255538333333,42.4452288333333,"","iPad"
"2024-07-03 08:26:00","UNDERHILL","day",34,NA,"Riffle","Woody_debris","Left",NA,"Rock","Lightly shaded",-72.3263771666667,42.4452135,"","iPad"
"2024-07-03 08:28:00","UNDERHILL","day",33,NA,"Riffle","","Center",NA,"Rock","Mostly shaded",-72.3265713333333,42.4453953333333,"","iPad"
"2024-07-03 08:32:00","UNDERHILL","day",36,NA,"Pool","","Center",NA,"Sand,Mud,Rock","Lightly shaded",-72.3268763333333,42.4459325,"Dead? Disturbed pool and didn’t move","iPad"
"2024-07-03 08:40:00","UNDERHILL","day",27,NA,"Riffle","","Center",NA,"Rock","Mostly shaded",-72.3277255,42.4450986666667,"","iPad"
"2024-07-03 08:41:00","UNDERHILL","day",45,NA,"Riffle","","Center",NA,"Pebble,Rock","",-72.32772,42.4451718333333,"","iPad"
"2024-07-03 08:46:00","UNDERHILL","day",44,NA,"Pool","Woody_debris","Center",NA,"Rock","",-72.3277421666667,42.4448936666667,"","iPad"
"2024-07-03 13:02:00","UNDERHILL","night",41,NA,"Pool","Woody_debris","Center",NA,"Rock","Mostly shaded",-72.324728,42.4449463333333,"","iPad"
"2024-07-03 13:07:00","UNDERHILL","night",40,NA,"Riffle","","Right",NA,"Rock","Mostly shaded",-72.3253908333333,42.4451916666667,"","iPad"
"2024-07-03 13:12:00","UNDERHILL","night",34,NA,"Riffle","","Center",NA,"Rock","Mostly shaded",-72.3263973333333,42.4455353333333,"","iPad"
"2024-07-03 13:14:00","UNDERHILL","night",33,NA,"Glide","","Center",NA,"Sand,Rock","Fully shaded",-72.326447,42.4452975,"","iPad"
"2024-07-03 13:17:00","UNDERHILL","night",36,NA,"Pool","","Center",NA,"Pebble","Mostly shaded",-72.3268903333333,42.4459578333333,"","iPad"
"2024-07-03 13:23:00","UNDERHILL","night",45,NA,"Riffle","","Center",NA,"Rock,Boulder","Lightly shaded",-72.3278355,42.4451076666667,"","iPad"
"2024-07-03 13:24:00","UNDERHILL","night",27,NA,"Run","","Left",NA,"Rock","Fully shaded",-72.3277986666667,42.4452325,"","iPad"
"2024-07-03 13:26:00","UNDERHILL","night",44,NA,"Pool","","Right",NA,"Rock","Lightly shaded",-72.3279353333333,42.4448571666667,"","iPad"
"2024-07-03 14:02:00","UNDERHILL","night",35,NA,"Pool","","Center",NA,"Rock,Boulder","Mostly shaded",-72.3296871666667,42.443546,"","iPad"
"2024-07-03 14:11:00","UNDERHILL","night",44,NA,"Pool","","Center",NA,"Sand,Rock,Pebble","Mostly shaded",-72.327965,42.4450158333333,"","iPad"
"2024-07-03 14:12:00","UNDERHILL","night",45,NA,"Riffle","","Right",NA,"Boulder,Rock","Mostly shaded",-72.327855,42.445158,"","iPad"
"2024-07-03 14:13:00","UNDERHILL","night",27,NA,"Run","","Left",NA,"Rock","Fully shaded",-72.3277028333333,42.4452965,"","iPad"
"2024-07-03 14:18:00","UNDERHILL","night",36,NA,"Pool","","Center",NA,"Pebble,Rock","Fully shaded",-72.3269121666667,42.4459456666667,"","iPad"
"2024-07-03 14:21:00","UNDERHILL","night",33,NA,"Glide","","Center",NA,"Sand,Rock,Granule","Mostly shaded",-72.3264021666667,42.4453468333333,"","iPad"
"2024-07-03 14:22:00","UNDERHILL","night",34,NA,"Riffle","","Center",NA,"Rock,Granule","Mostly shaded",-72.3264101666667,42.445353,"","iPad"
"2024-07-03 14:27:00","UNDERHILL","night",40,NA,"Glide","","Left",NA,"Rock,Pebble","Mostly shaded",-72.3256,42.4451753333333,"","iPad"
"2024-07-03 14:30:00","UNDERHILL","night",41,NA,"Pool","Woody_debris","Center",NA,"Sand,Rock","Mostly shaded",-72.3247145,42.445074,"","iPad"
"2024-07-03 15:05:00","UNDERHILL","night",41,NA,"Pool","","Center",NA,"Rock,Boulder","Mostly shaded",-72.324857,42.4449348333333,"","iPad"
"2024-07-03 15:13:00","UNDERHILL","night",40,NA,"Riffle","","Center",NA,"Rock","Fully shaded",-72.3254455,42.4453138333333,"","iPad"
"2024-07-03 15:16:00","UNDERHILL","night",34,NA,"Riffle","","Center",NA,"","Fully shaded",-72.3263356666667,42.4452161666667,"","iPad"
"2024-07-03 15:17:00","UNDERHILL","night",33,NA,"Riffle","","Left",NA,"Rock","Fully shaded",-72.3264768333333,42.4454308333333,"","iPad"
"2024-07-03 15:19:00","UNDERHILL","night",36,NA,"Glide","","Center",NA,"Rock","Mostly shaded",-72.3269271666667,42.4459628333333,"","iPad"
"2024-07-03 15:24:00","UNDERHILL","night",27,NA,"Riffle","","Center",NA,"","Fully shaded",-72.3277281666667,42.4452021666667,"","iPad"
"2024-07-03 15:24:00","UNDERHILL","night",45,NA,"Riffle","","Center",NA,"Rock","Fully shaded",-72.3277565,42.4451611666667,"","iPad"
"2024-07-03 15:26:00","UNDERHILL","night",44,NA,"Pool","","Right",NA,"Rock","Mostly shaded",-72.328098,42.445014,"","iPad"
"2024-07-03 15:34:00","UNDERHILL","night",35,NA,"Run","","Center",NA,"Rock","Fully shaded",-72.3295815,42.4435285,"","iPad"
"2024-07-03 16:56:00","UNDERHILL","night",41,NA,"Pool","","Center",NA,"Rock","Fully shaded",-72.3247543333333,42.4449415,"","iPad"
"2024-07-03 17:00:00","UNDERHILL","night",40,NA,"Riffle","","Center",NA,"Rock","Fully shaded",-72.3254913333333,42.4450716666667,"","iPad"
"2024-07-03 17:04:00","UNDERHILL","night",34,NA,"Riffle","","Left",NA,"Rock","Fully shaded",-72.326486,42.4453465,"","iPad"
"2024-07-03 17:04:00","UNDERHILL","night",33,NA,"Run","","Left",NA,"Rock","Fully shaded",-72.3264805,42.4453815,"","iPad"
"2024-07-03 17:08:00","UNDERHILL","night",36,NA,"Glide","","Center",NA,"Rock","Fully shaded",-72.3271608333333,42.445891,"","iPad"
"2024-07-03 17:12:00","UNDERHILL","night",27,NA,"Glide","","Center",NA,"Rock","Fully shaded",-72.3278086666667,42.44508,"","iPad"
"2024-07-03 17:13:00","UNDERHILL","night",45,NA,"Run","","Center",NA,"Rock","Fully shaded",-72.3277756666667,42.4450853333333,"","iPad"
"2024-07-03 17:15:00","UNDERHILL","night",44,NA,"Pool","","Center",NA,"Pebble,Rock","Fully shaded",-72.3279466666667,42.4449035,"","iPad"
"2024-07-03 17:22:00","UNDERHILL","night",35,NA,"Pool","","",NA,"Rock","Fully shaded",-72.329581,42.4435758333333,"","iPad"
"2024-07-03 17:52:00","UNDERHILL","night",35,NA,"Pool","","Left",NA,"Rock","Fully shaded",-72.329559,42.443796,"","iPad"
"2024-07-03 18:02:00","UNDERHILL","night",44,NA,"Pool","","Center",NA,"Rock","Fully shaded",-72.3279241666667,42.4447978333333,"","iPad"
"2024-07-03 18:04:00","UNDERHILL","night",45,NA,"Riffle","","Center",NA,"Rock","Fully shaded",-72.3278858333333,42.4452061666667,"","iPad"
"2024-07-03 18:04:00","UNDERHILL","night",27,NA,"Run","","Left",NA,"Rock","Fully shaded",-72.3278548333333,42.4453258333333,"","iPad"
"2024-07-03 18:08:00","UNDERHILL","night",36,NA,"Glide","","Center",NA,"Rock","",-72.3269845,42.4458463333333,"","iPad"
"2024-07-03 13:33:00","UNDERHILL","night",35,NA,"Pool","","Center",NA,"Rock,Boulder,Pebble","Mostly shaded",-72.3296065,42.443755,"","iPad"
"2024-07-03 18:10:00","UNDERHILL","night",34,NA,"Run","","Center",NA,"Rock","",-72.3263373333333,42.44545,"","iPad"
"2024-07-03 18:11:00","UNDERHILL","night",33,NA,"Glide","","Center",NA,"Rock","Fully shaded",-72.326276,42.4452981666667,"","iPad"
"2024-07-03 18:15:00","UNDERHILL","night",40,NA,"Riffle","","Center",NA,"Rock","Fully shaded",-72.3253956666667,42.4451658333333,"","iPad"
"2024-07-03 18:17:00","UNDERHILL","night",41,NA,"Pool","","Center",NA,"Rock","Fully shaded",-72.3247343333333,42.4449141666667,"","iPad"
