
,Date,Time,Channel,Tag,ID,Antenna,Power
06/03/24,13:45:10,1,3,A0,46
06/03/24,13:45:10,1,999,A0,45
06/03/24,13:45:11,1,6,A0,45
06/03/24,13:45:13,1,999,A0,44
06/03/24,13:45:13,1,999,A0,40
06/03/24,13:45:13,1,19,A0,59
06/03/24,13:45:14,1,1,A0,53
06/03/24,13:45:19,1,999,A0,48
06/03/24,13:45:20,1,64,A0,56
06/03/24,13:45:22,1,46,A0,55
06/03/24,13:45:25,1,999,A0,54
06/03/24,13:45:31,1,999,A0,52
06/03/24,13:45:31,1,1,A0,39
06/03/24,13:45:36,1,31,A0,50
06/03/24,13:45:38,1,31,A0,53
06/03/24,13:45:44,1,999,A0,55
06/03/24,13:45:49,1,2,A0,49
06/03/24,13:45:50,1,999,A0,51
06/03/24,13:45:51,1,999,A0,47
06/03/24,13:45:52,1,62,A0,56
06/03/24,13:45:54,1,34,A0,50
06/03/24,13:45:54,1,2,A0,55
06/03/24,13:45:55,1,999,A0,59
06/03/24,13:45:58,1,44,A0,50
06/03/24,13:45:59,1,999,A0,55
06/03/24,13:46:02,1,999,A0,50
06/03/24,13:46:02,1,52,A0,67
06/03/24,13:46:03,1,18,A0,61
06/03/24,13:46:08,1,999,A0,55
06/03/24,13:46:07,1,999,A0,37
06/03/24,13:46:09,1,3,A0,49
06/03/24,13:46:11,1,46,A0,47
06/03/24,13:46:11,1,18,A0,64
06/03/24,13:46:12,1,999,A0,50
06/03/24,13:46:14,1,999,A0,59
06/03/24,13:46:16,1,999,A0,38
06/03/24,13:46:16,1,999,A0,45
06/03/24,13:46:17,1,2,A0,55
06/03/24,13:46:18,1,999,A0,60
06/03/24,13:46:18,1,999,A0,54
06/03/24,13:46:19,1,999,A0,40
06/03/24,13:46:20,1,999,A0,67
06/03/24,13:46:22,1,75,A0,53
06/03/24,13:46:22,1,999,A0,40
06/03/24,13:48:42,1,41,A0,175
06/03/24,13:48:47,1,38,A0,62
06/03/24,13:48:51,1,31,A0,198
06/03/24,13:48:52,1,40,A0,165
06/03/24,13:48:55,1,34,A0,176
06/03/24,13:48:58,1,37,A0,65
06/03/24,13:49:02,1,41,A0,174
06/03/24,13:49:07,1,38,A0,60
06/03/24,13:49:11,1,31,A0,199
06/03/24,13:49:12,1,40,A0,164
06/03/24,13:49:15,1,34,A0,177
06/03/24,13:49:18,1,37,A0,65
06/03/24,13:49:22,1,41,A0,174
06/03/24,13:49:31,1,31,A0,197
06/03/24,13:49:32,1,40,A0,164
06/03/24,13:49:35,1,34,A0,175
06/03/24,13:49:38,1,37,A0,59
06/03/24,13:49:42,1,41,A0,173
06/03/24,13:49:47,1,38,A0,68
06/03/24,14:12:22,1,999,A0,55
06/03/24,14:12:31,1,31,A0,65
06/03/24,14:12:33,1,40,A0,74
06/03/24,14:12:33,1,39,A0,57
06/03/24,14:12:35,1,34,A0,79
06/03/24,14:12:38,1,37,A0,62
06/03/24,14:12:42,1,999,A0,65
06/03/24,14:14:23,1,41,A0,153
06/03/24,14:14:43,1,41,A0,179
06/03/24,14:27:05,1,999,A0,180
06/03/24,14:27:15,1,999,A0,188
06/03/24,14:27:55,1,26,A0,183
06/03/24,14:28:13,1,999,A0,190
06/03/24,14:28:15,1,26,A0,157
06/03/24,14:28:35,1,26,A0,157
06/03/24,14:28:53,1,28,A0,177
06/03/24,14:28:55,1,26,A0,145
06/03/24,14:29:13,1,28,A0,152
06/03/24,14:29:14,1,999,A0,175
06/03/24,14:29:15,1,26,A0,157
06/03/24,14:29:33,1,28,A0,152
06/03/24,14:29:34,1,27,A0,153
06/03/24,14:29:35,1,26,A0,157
06/03/24,14:29:54,1,27,A0,154
06/03/24,14:29:55,1,26,A0,155
06/03/24,14:30:07,1,999,A0,186
06/03/24,14:30:13,1,28,A0,149
06/03/24,14:30:14,1,27,A0,154
06/03/24,14:30:15,1,26,A0,155
06/03/24,14:30:27,1,29,A0,152
06/03/24,14:30:34,1,27,A0,152
06/03/24,14:30:35,1,26,A0,152
06/03/24,14:30:44,1,999,A0,188
06/03/24,14:30:54,1,27,A0,152
06/03/24,14:30:54,1,26,A0,152
06/03/24,14:31:04,1,30,A0,157
06/03/24,14:31:13,1,27,A0,152
06/03/24,14:31:14,1,26,A0,153
06/03/24,14:31:24,1,30,A0,152
06/03/24,14:31:32,1,28,A0,149
06/03/24,14:31:33,1,27,A0,158
06/03/24,14:31:34,1,26,A0,152
06/03/24,14:31:47,1,29,A0,148
06/03/24,14:31:53,1,28,A0,169
06/03/24,14:31:54,1,27,A0,156
06/03/24,14:31:55,1,26,A0,155
06/03/24,14:32:04,1,30,A0,148
06/03/24,14:32:07,1,29,A0,149
06/03/24,14:32:13,1,28,A0,169
06/03/24,14:32:14,1,27,A0,155
06/03/24,14:32:15,1,26,A0,154
