"trackedTime_EST","river","shift","tagID","power","lon","lat","source"
2024-08-20 08:50:34,"AMETHYST","day",20,99,NA,NA,"receiver"
2024-08-20 08:50:46,"AMETHYST","day",14,105,NA,NA,"receiver"
2024-08-20 08:50:54,"AMETHYST","day",20,87,NA,NA,"receiver"
2024-08-20 08:50:55,"AMETHYST","day",18,74,NA,NA,"receiver"
2024-08-20 08:51:07,"AMETHYST","day",14,91,NA,NA,"receiver"
2024-08-20 08:51:15,"AMETHYST","day",18,78,NA,NA,"receiver"
2024-08-20 08:51:27,"AMETHYST","day",14,87,NA,NA,"receiver"
2024-08-20 08:51:33,"AMETHYST","day",19,82,NA,NA,"receiver"
2024-08-20 08:51:34,"AMETHYST","day",20,73,NA,NA,"receiver"
2024-08-20 08:51:53,"AMETHYST","day",19,104,NA,NA,"receiver"
2024-08-20 08:51:54,"AMETHYST","day",20,67,NA,NA,"receiver"
2024-08-20 08:52:07,"AMETHYST","day",14,70,NA,NA,"receiver"
2024-08-20 08:52:13,"AMETHYST","day",19,138,NA,NA,"receiver"
2024-08-20 08:52:33,"AMETHYST","day",19,155,NA,NA,"receiver"
2024-08-20 08:52:53,"AMETHYST","day",19,146,NA,NA,"receiver"
2024-08-20 08:53:12,"AMETHYST","day",19,173,NA,NA,"receiver"
2024-08-20 08:53:32,"AMETHYST","day",19,171,NA,NA,"receiver"
2024-08-20 08:53:52,"AMETHYST","day",19,175,NA,NA,"receiver"
2024-08-20 08:54:13,"AMETHYST","day",19,188,NA,NA,"receiver"
2024-08-20 08:54:33,"AMETHYST","day",19,178,NA,NA,"receiver"
2024-08-20 08:54:53,"AMETHYST","day",19,150,NA,NA,"receiver"
2024-08-20 08:55:13,"AMETHYST","day",19,169,NA,NA,"receiver"
2024-08-20 08:55:33,"AMETHYST","day",19,185,NA,NA,"receiver"
2024-08-20 08:55:53,"AMETHYST","day",19,184,NA,NA,"receiver"
2024-08-20 08:56:13,"AMETHYST","day",19,180,NA,NA,"receiver"
2024-08-20 08:56:33,"AMETHYST","day",19,165,NA,NA,"receiver"
2024-08-20 08:58:01,"AMETHYST","day",19,187,NA,NA,"receiver"
2024-08-20 08:58:21,"AMETHYST","day",19,161,NA,NA,"receiver"
2024-08-20 08:59:01,"AMETHYST","day",19,161,NA,NA,"receiver"
