"trackedTime_EST","river","shift","tagID","power","lon","lat","source"
2024-07-23 08:42:36,"DRY UPPER","day",16,81,NA,NA,"receiver"
2024-07-23 08:43:36,"DRY UPPER","day",16,116,NA,NA,"receiver"
2024-07-23 08:43:56,"DRY UPPER","day",16,168,NA,NA,"receiver"
2024-07-23 08:44:36,"DRY UPPER","day",16,167,NA,NA,"receiver"
2024-07-23 08:52:16,"DRY UPPER","day",16,150,NA,NA,"receiver"
2024-07-23 08:52:36,"DRY UPPER","day",16,157,NA,NA,"receiver"
2024-07-23 08:52:56,"DRY UPPER","day",16,151,NA,NA,"receiver"
2024-07-23 08:56:18,"DRY UPPER","day",54,90,NA,NA,"receiver"
2024-07-23 08:56:38,"DRY UPPER","day",54,96,NA,NA,"receiver"
2024-07-23 08:56:56,"DRY UPPER","day",16,69,NA,NA,"receiver"
2024-07-23 08:56:58,"DRY UPPER","day",54,71,NA,NA,"receiver"
2024-07-23 08:57:18,"DRY UPPER","day",54,108,NA,NA,"receiver"
2024-07-23 08:57:36,"DRY UPPER","day",16,68,NA,NA,"receiver"
2024-07-23 08:57:38,"DRY UPPER","day",54,103,NA,NA,"receiver"
2024-07-23 08:58:18,"DRY UPPER","day",54,124,NA,NA,"receiver"
2024-07-23 08:58:38,"DRY UPPER","day",54,151,NA,NA,"receiver"
2024-07-23 08:58:58,"DRY UPPER","day",54,165,NA,NA,"receiver"
2024-07-23 08:59:18,"DRY UPPER","day",54,195,NA,NA,"receiver"
2024-07-23 08:59:38,"DRY UPPER","day",54,190,NA,NA,"receiver"
2024-07-23 08:59:58,"DRY UPPER","day",54,173,NA,NA,"receiver"
2024-07-23 09:00:18,"DRY UPPER","day",54,161,NA,NA,"receiver"
2024-07-23 09:00:38,"DRY UPPER","day",54,178,NA,NA,"receiver"
2024-07-23 09:00:57,"DRY UPPER","day",54,150,NA,NA,"receiver"
2024-07-23 09:01:06,"DRY UPPER","day",54,142,NA,NA,"receiver"
2024-07-23 09:01:16,"DRY UPPER","day",54,175,NA,NA,"receiver"
2024-07-23 09:01:25,"DRY UPPER","day",54,161,NA,NA,"receiver"
2024-07-23 09:01:35,"DRY UPPER","day",54,157,NA,NA,"receiver"
2024-07-23 09:07:18,"DRY UPPER","day",54,76,NA,NA,"receiver"
2024-07-23 09:10:18,"DRY UPPER","day",54,66,NA,NA,"receiver"
