"trackedTime_EST","river","shift","tagID","power","habitat","habitatExtra","position","substrate","substrateExtra","shade","lon","lat","fishNotes","source"
"2024-07-12 10:00:00","DRY UPPER","day",22,195,"Pool","Undercut_bank,Woody_debris","Left",NA,"Mud","Mostly shaded",-72.5044851666667,42.6677211666667,"","iPad"
"2024-07-12 10:33:00","DRY UPPER","day",22,195,"Pool","Undercut_bank,Woody_debris","Left",NA,"Mud","Fully shaded",-72.5044173333333,42.6677545,"","iPad"
"2024-07-12 10:36:00","DRY UPPER","day",55,185,"Pool","Woody_debris","Center",NA,"Mud","Mostly shaded",-72.5045373333333,42.6676371666667,"","iPad"
"2024-07-12 10:38:00","DRY UPPER","day",16,166,"Pool","Woody_debris","Center",NA,"Mud","Fully shaded",-72.5044101666667,42.6675786666667,"Highest read in the area","iPad"
"2024-07-12 10:44:00","DRY UPPER","day",21,198,"Pool","Undercut_bank,Root_bundle","Right",NA,"Rock","Mostly shaded",-72.5048498333333,42.6669583333333,"","iPad"
"2024-07-12 10:59:00","DRY UPPER","day",54,174,"Pool","Undercut_bank,Woody_debris","Left",NA,"Mud,Rock","Fully shaded",-72.5047891666667,42.6670363333333,"Couldn’t get a higher read after 10 minutes ","iPad"
"2024-07-12 11:03:00","DRY UPPER","day",48,208,"Pool","Woody_debris","Left",NA,"Mud","Mostly shaded",-72.5047915,42.6666856666667,"","iPad"
"2024-07-12 11:13:00","DRY UPPER","day",49,197,"Pool","Woody_debris","Right",NA,"Mud","Fully shaded",-72.5039676666667,42.6661356666667,"","iPad"
"2024-07-12 17:38:00","DRY UPPER","night",22,NA,"Pool","Root_bundle","Left",NA,"Mud,Pebble","Fully shaded",-72.5044633333333,42.6676081666667,"","iPad"
"2024-07-12 17:39:00","DRY UPPER","night",55,NA,"Pool","Woody_debris","Center",NA,"Mud","Fully shaded",-72.5045565,42.6675918333333,"","iPad"
"2024-07-12 17:41:00","DRY UPPER","night",16,NA,"Pool","Woody_debris","Right",NA,"Mud","Fully shaded",-72.5046931666667,42.6675601666667,"","iPad"
"2024-07-12 17:44:00","DRY UPPER","night",21,NA,"Pool","Root_bundle,Undercut_bank","Right",NA,"Mud,Rock","Fully shaded",-72.5050706666667,42.6670321666667,"","iPad"
"2024-07-12 17:47:00","DRY UPPER","night",54,NA,"Pool","Woody_debris,Root_bundle","Left",NA,"Mud,Rock","Fully shaded",-72.5050213333333,42.66697,"","iPad"
"2024-07-12 17:52:00","DRY UPPER","night",48,NA,"Pool","Woody_debris","Center",NA,"Mud,Rock","Fully shaded",-72.5047561666667,42.666755,"","iPad"
"2024-07-12 17:59:00","DRY UPPER","night",49,NA,"Pool","Woody_debris","Right",NA,"Mud","Fully shaded",-72.5041523333333,42.6662108333333,"","iPad"
"2024-07-12 18:47:00","DRY UPPER","night",49,NA,"Pool","Root_bundle,Woody_debris","Right",NA,"Rock,Mud","Fully shaded",-72.5039535,42.6661121666667,"","iPad"
"2024-07-12 18:54:00","DRY UPPER","night",48,NA,"Pool","Woody_debris","Center",NA,"Rock,Mud","Fully shaded",-72.5048525,42.6666941666667,"","iPad"
"2024-07-12 18:55:00","DRY UPPER","night",54,NA,"Pool","Root_bundle","Left",NA,"Mud,Rock","Fully shaded",-72.5048771666667,42.666865,"","iPad"
"2024-07-12 19:02:00","DRY UPPER","night",21,NA,"Run","Root_bundle","Right",NA,"Mud,Rock","Fully shaded",-72.5049681666667,42.6669463333333,"","iPad"
"2024-07-12 19:05:00","DRY UPPER","night",55,NA,"Pool","Woody_debris","Right",NA,"Rock,Mud,Pebble","Fully shaded",-72.5044415,42.6676435,"","iPad"
"2024-07-12 19:07:00","DRY UPPER","night",16,NA,"Pool","Woody_debris","Right",NA,"Mud,Rock,Pebble","Fully shaded",-72.5044661666667,42.667622,"","iPad"
"2024-07-12 19:13:00","DRY UPPER","night",22,NA,"Pool","Root_bundle,Woody_debris","Left",NA,"Mud","Fully shaded",-72.504367,42.6677403333333,"","iPad"
"2024-07-12 19:55:00","DRY UPPER","night",22,NA,"Pool","Root_bundle,Woody_debris","Left",NA,"Mud","Night",-72.5043641666667,42.667635,"","iPad"
"2024-07-12 19:59:00","DRY UPPER","night",16,NA,"Pool","Woody_debris","Right",NA,"Mud","Night",-72.5045856666667,42.6677146666667,"","iPad"
"2024-07-12 20:16:00","DRY UPPER","night",55,NA,"Pool","Woody_debris","Right",NA,"Mud","Night",-72.5045943333333,42.667691,"","iPad"
"2024-07-12 20:20:00","DRY UPPER","night",21,NA,"Run","Undercut_bank,Root_bundle","Right",NA,"Rock","Night",-72.5051261666667,42.6669803333333,"","iPad"
"2024-07-12 20:23:00","DRY UPPER","night",54,NA,"Pool","Woody_debris","Left",NA,"Rock,Pebble","Night",-72.5051158333333,42.6670581666667,"","iPad"
"2024-07-12 20:24:00","DRY UPPER","night",48,NA,"Pool","Woody_debris","Center",NA,"Mud","Night",-72.5048261666667,42.6667571666667,"","iPad"
"2024-07-12 20:30:00","DRY UPPER","night",49,NA,"Pool","","Center",NA,"Rock,Mud","Night",-72.5038831666667,42.6660358333333,"","iPad"
"2024-07-12 21:02:00","DRY UPPER","night",49,NA,"Pool","Woody_debris,Root_bundle","Right",NA,"Mud","Night",-72.504054,42.6661293333333,"","iPad"
"2024-07-12 21:09:00","DRY UPPER","night",48,NA,"Pool","Woody_debris","Center",NA,"Mud","",-72.504828,42.666787,"","iPad"
"2024-07-12 21:12:00","DRY UPPER","night",54,NA,"Pool","Root_bundle,Woody_debris","Left",NA,"Mud,Rock","",-72.5049983333333,42.6669755,"","iPad"
"2024-07-12 21:17:00","DRY UPPER","night",21,NA,"Pool","","Center",NA,"Mud,Rock","Night",-72.5050681666667,42.6669698333333,"","iPad"
"2024-07-12 21:25:00","DRY UPPER","night",55,NA,"Pool","Woody_debris","Center",NA,"Mud","Night",-72.5044546666667,42.6676541666667,"","iPad"
"2024-07-12 21:28:00","DRY UPPER","night",16,NA,"Pool","Woody_debris","Center",NA,"Mud","Night",-72.504476,42.6676756666667,"","iPad"
"2024-07-12 21:33:00","DRY UPPER","night",22,NA,"Pool","","Center",NA,"Mud,Rock","Night",-72.504418,42.6676843333333,"","iPad"
"2024-07-12 22:08:00","DRY UPPER","night",22,NA,"Pool","","Center",NA,"Mud,Rock","Night",-72.5044293333333,42.6676648333333,"","iPad"
"2024-07-12 22:10:00","DRY UPPER","night",16,NA,"Pool","","Center",NA,"Mud","Night",-72.5044825,42.6675733333333,"","iPad"
"2024-07-12 22:15:00","DRY UPPER","night",55,NA,"Pool","Root_bundle","Right",NA,"Mud","Night",-72.504578,42.6675125,"","iPad"
"2024-07-12 22:22:00","DRY UPPER","night",21,NA,"Pool","Root_bundle,Undercut_bank","Right",NA,"Mud,Rock","Night",-72.50517,42.6669903333333,"","iPad"
"2024-07-12 22:28:00","DRY UPPER","night",54,NA,"Pool","","Left",NA,"Mud","Night",-72.5050648333333,42.6668555,"","iPad"
"2024-07-12 22:29:00","DRY UPPER","night",48,NA,"Pool","Woody_debris","Center",NA,"Mud","Night",-72.5048383333333,42.666778,"","iPad"
"2024-07-12 22:36:00","DRY UPPER","night",49,NA,"Pool","","Right",NA,"Mud,Rock","Night",-72.5040711666667,42.6659811666667,"","iPad"
