"trackedTime_EST","river","shift","tagID","power","lon","lat","source"
2024-08-06 08:01:51,"UNDERHILL","day",35,180,NA,NA,"receiver"
2024-08-06 08:34:47,"UNDERHILL","day",35,121,NA,NA,"receiver"
2024-08-06 08:35:07,"UNDERHILL","day",35,170,NA,NA,"receiver"
2024-08-06 08:36:30,"UNDERHILL","day",35,207,NA,NA,"receiver"
2024-08-06 08:46:04,"UNDERHILL","day",44,123,NA,NA,"receiver"
2024-08-06 08:46:24,"UNDERHILL","day",44,156,NA,NA,"receiver"
2024-08-06 08:46:44,"UNDERHILL","day",44,201,NA,NA,"receiver"
2024-08-06 08:47:04,"UNDERHILL","day",44,128,NA,NA,"receiver"
2024-08-06 08:47:24,"UNDERHILL","day",44,121,NA,NA,"receiver"
2024-08-06 08:47:44,"UNDERHILL","day",44,123,NA,NA,"receiver"
2024-08-06 08:48:05,"UNDERHILL","day",45,146,NA,NA,"receiver"
2024-08-06 08:48:25,"UNDERHILL","day",45,172,NA,NA,"receiver"
2024-08-06 08:48:45,"UNDERHILL","day",45,207,NA,NA,"receiver"
2024-08-06 08:49:05,"UNDERHILL","day",45,199,NA,NA,"receiver"
2024-08-06 08:49:25,"UNDERHILL","day",45,196,NA,NA,"receiver"
2024-08-06 08:49:45,"UNDERHILL","day",45,200,NA,NA,"receiver"
2024-08-06 08:50:25,"UNDERHILL","day",45,158,NA,NA,"receiver"
2024-08-06 08:53:56,"UNDERHILL","day",33,129,NA,NA,"receiver"
2024-08-06 08:54:16,"UNDERHILL","day",33,189,NA,NA,"receiver"
2024-08-06 08:54:36,"UNDERHILL","day",33,163,NA,NA,"receiver"
2024-08-06 08:54:56,"UNDERHILL","day",33,177,NA,NA,"receiver"
2024-08-06 08:55:16,"UNDERHILL","day",33,202,NA,NA,"receiver"
2024-08-06 08:55:36,"UNDERHILL","day",33,207,NA,NA,"receiver"
2024-08-06 08:55:56,"UNDERHILL","day",33,192,NA,NA,"receiver"
2024-08-06 08:56:16,"UNDERHILL","day",33,144,NA,NA,"receiver"
2024-08-06 08:56:36,"UNDERHILL","day",33,171,NA,NA,"receiver"
2024-08-06 08:56:56,"UNDERHILL","day",33,158,NA,NA,"receiver"
2024-08-06 08:57:16,"UNDERHILL","day",33,171,NA,NA,"receiver"
2024-08-06 08:57:36,"UNDERHILL","day",33,201,NA,NA,"receiver"
2024-08-06 08:57:56,"UNDERHILL","day",33,172,NA,NA,"receiver"
2024-08-06 08:58:16,"UNDERHILL","day",33,195,NA,NA,"receiver"
2024-08-06 08:58:36,"UNDERHILL","day",33,192,NA,NA,"receiver"
2024-08-06 08:58:56,"UNDERHILL","day",33,191,NA,NA,"receiver"
2024-08-06 08:59:16,"UNDERHILL","day",33,202,NA,NA,"receiver"
2024-08-06 08:59:36,"UNDERHILL","day",33,195,NA,NA,"receiver"
2024-08-06 08:59:56,"UNDERHILL","day",33,207,NA,NA,"receiver"
2024-08-06 09:00:16,"UNDERHILL","day",33,206,NA,NA,"receiver"
2024-08-06 09:00:36,"UNDERHILL","day",33,173,NA,NA,"receiver"
2024-08-06 09:00:57,"UNDERHILL","day",33,176,NA,NA,"receiver"
2024-08-06 09:01:17,"UNDERHILL","day",33,169,NA,NA,"receiver"
2024-08-06 09:02:19,"UNDERHILL","day",33,168,NA,NA,"receiver"
2024-08-06 09:02:40,"UNDERHILL","day",33,165,NA,NA,"receiver"
2024-08-06 09:03:00,"UNDERHILL","day",33,177,NA,NA,"receiver"
2024-08-06 09:05:56,"UNDERHILL","day",33,174,NA,NA,"receiver"
2024-08-06 09:06:16,"UNDERHILL","day",33,179,NA,NA,"receiver"
2024-08-06 10:31:22,"DRY UPPER","day",17,55,NA,NA,"receiver"
2024-08-06 10:31:47,"DICKEY","day",26,53,NA,NA,"receiver"
2024-08-06 10:38:11,"UNDERHILL","day",35,98,NA,NA,"receiver"
2024-08-06 10:38:30,"UNDERHILL","day",35,95,NA,NA,"receiver"
2024-08-06 10:38:48,"UNDERHILL","day",35,94,NA,NA,"receiver"
2024-08-06 10:39:06,"UNDERHILL","day",35,100,NA,NA,"receiver"
2024-08-06 10:39:25,"UNDERHILL","day",35,125,NA,NA,"receiver"
2024-08-06 10:39:42,"UNDERHILL","day",35,98,NA,NA,"receiver"
2024-08-06 10:40:01,"UNDERHILL","day",35,90,NA,NA,"receiver"
