"trackedTime_EST","river","shift","tagID","power","lon","lat","source"
2024-07-30 13:17:03,"AMETHYST","night",15,24,NA,NA,"receiver"
2024-07-30 15:13:02,"DICKEY","night",31,202,NA,NA,"receiver"
2024-07-30 15:14:52,"DICKEY","night",26,159,NA,NA,"receiver"
2024-07-30 15:15:04,"DICKEY","night",37,170,NA,NA,"receiver"
2024-07-30 16:58:00,"DICKEY","night",31,202,NA,NA,"receiver"
2024-07-30 17:00:02,"DICKEY","night",37,145,NA,NA,"receiver"
2024-07-30 17:00:10,"DICKEY","night",26,199,NA,NA,"receiver"
2024-07-30 17:57:38,"DICKEY","night",38,166,NA,NA,"receiver"
2024-07-31 05:33:36,"AMETHYST","day",60,200,NA,NA,"receiver"
2024-07-31 05:52:02,"AMETHYST","day",18,128,NA,NA,"receiver"
2024-07-31 05:52:13,"AMETHYST","day",57,187,NA,NA,"receiver"
2024-07-31 05:52:14,"AMETHYST","day",14,125,NA,NA,"receiver"
2024-07-31 05:52:22,"AMETHYST","day",18,118,NA,NA,"receiver"
2024-07-31 05:54:36,"AMETHYST","day",62,161,NA,NA,"receiver"
2024-07-31 05:54:42,"AMETHYST","day",18,124,NA,NA,"receiver"
2024-07-31 05:56:36,"AMETHYST","day",62,177,NA,NA,"receiver"
2024-07-31 06:11:41,"AMETHYST","day",20,116,NA,NA,"receiver"
2024-07-31 13:10:13,"AMETHYST","night",60,196,NA,NA,"receiver"
2024-07-31 13:10:33,"AMETHYST","night",60,155,NA,NA,"receiver"
2024-07-31 13:10:54,"AMETHYST","night",60,162,NA,NA,"receiver"
2024-07-31 13:13:31,"AMETHYST","night",62,180,NA,NA,"receiver"
2024-07-31 13:13:51,"AMETHYST","night",62,181,NA,NA,"receiver"
2024-07-31 13:14:11,"AMETHYST","night",62,171,NA,NA,"receiver"
2024-07-31 13:15:13,"AMETHYST","night",62,171,NA,NA,"receiver"
2024-07-31 13:17:00,"AMETHYST","night",18,134,NA,NA,"receiver"
2024-07-31 13:48:13,"AMETHYST","night",60,45,NA,NA,"receiver"
2024-07-31 13:48:15,"AMETHYST","night",19,34,NA,NA,"receiver"
2024-08-01 07:19:56,"UNDERHILL","day",33,70,NA,NA,"receiver"
2024-08-01 07:20:16,"UNDERHILL","day",33,84,NA,NA,"receiver"
2024-08-01 07:48:02,"UNDERHILL","day",44,159,NA,NA,"receiver"
2024-08-01 07:49:02,"UNDERHILL","day",44,189,NA,NA,"receiver"
2024-08-01 08:17:53,"UNDERHILL","day",33,161,NA,NA,"receiver"
2024-08-02 06:36:21,"DRY UPPER","day",29,169,NA,NA,"receiver"
2024-08-02 07:49:31,"DRY UPPER","day",21,189,NA,NA,"receiver"
2024-08-02 13:11:55,"AMETHYST","night",15,49,NA,NA,"receiver"
2024-08-02 13:16:29,"DRY UPPER","night",21,75,NA,NA,"receiver"
2024-08-02 13:16:49,"DRY UPPER","night",21,89,NA,NA,"receiver"
2024-08-02 13:17:49,"DRY UPPER","night",21,99,NA,NA,"receiver"
2024-08-02 13:19:29,"DRY UPPER","night",21,189,NA,NA,"receiver"
2024-08-02 13:19:49,"DRY UPPER","night",21,197,NA,NA,"receiver"
2024-08-02 13:31:03,"AMETHYST","night",58,61,NA,NA,"receiver"
2024-08-02 13:31:04,"DRY UPPER","night",29,41,NA,NA,"receiver"
2024-08-02 13:33:34,"DRY UPPER","night",46,46,NA,NA,"receiver"
2024-08-02 13:33:36,"AMETHYST","night",15,49,NA,NA,"receiver"
2024-08-02 13:59:18,"DRY UPPER","night",29,187,NA,NA,"receiver"
2024-08-02 13:59:38,"DRY UPPER","night",29,194,NA,NA,"receiver"
2024-08-02 14:02:51,"DRY UPPER","night",30,170,NA,NA,"receiver"
2024-08-02 14:03:31,"DRY UPPER","night",30,151,NA,NA,"receiver"
