"trackedTime_EST","radioID","has_matching_receiver"
2024-07-09 11:28:00,"40",TRUE
2024-07-09 11:37:00,"34",TRUE
2024-07-09 11:53:00,"27",TRUE
2024-07-09 11:53:00,"45",TRUE
2024-07-09 11:57:00,"44",TRUE
2024-07-09 12:05:00,"45",TRUE
2024-07-09 12:06:00,"27",TRUE
2024-07-09 12:17:00,"36",TRUE
2024-07-09 12:22:00,"34",TRUE
2024-07-09 12:23:00,"33",TRUE
2024-07-09 12:28:00,"40",TRUE
2024-07-09 12:33:00,"41",TRUE
2024-07-09 18:44:00,"41",TRUE
2024-07-09 18:51:00,"40",TRUE
2024-07-09 18:55:00,"34",TRUE
2024-07-09 18:56:00,"33",TRUE
2024-07-10 07:27:00,"31",TRUE
2024-07-10 07:42:00,"28",TRUE
2024-07-10 07:47:00,"26",TRUE
2024-07-10 07:48:00,"37",TRUE
2024-07-10 07:53:00,"38",TRUE
2024-07-10 08:02:00,"28",TRUE
2024-07-10 08:57:00,"28",TRUE
2024-07-10 08:58:00,"37",TRUE
2024-07-10 09:09:00,"26",TRUE
2024-07-10 09:15:00,"38",TRUE
2024-07-10 09:42:00,"31",TRUE
2024-07-10 11:06:00,"31",TRUE
2024-07-10 11:09:00,"28",TRUE
2024-07-10 11:10:00,"26",TRUE
2024-07-10 11:10:00,"37",TRUE
2024-07-10 11:12:00,"38",TRUE
2024-07-10 12:22:00,"37",TRUE
2024-07-10 12:23:00,"26",TRUE
2024-07-10 12:27:00,"38",TRUE
2024-07-10 12:34:00,"31",TRUE
2024-07-10 17:20:00,"31",TRUE
2024-07-10 17:23:00,"28",TRUE
2024-07-10 17:25:00,"26",TRUE
2024-07-10 17:26:00,"37",TRUE
2024-07-10 17:32:00,"38",TRUE
2024-07-10 18:16:00,"32",TRUE
2024-07-10 18:34:00,"31",TRUE
2024-07-10 18:37:00,"28",TRUE
2024-07-10 18:42:00,"26",TRUE
2024-07-10 18:43:00,"37",TRUE
2024-07-10 18:51:00,"38",TRUE
2024-07-10 19:07:00,"32",TRUE
2024-07-10 19:38:00,"31",TRUE
2024-07-10 19:44:00,"28",TRUE
2024-07-10 19:57:00,"26",TRUE
2024-07-10 20:00:00,"37",TRUE
2024-07-10 20:03:00,"38",TRUE
2024-07-10 20:19:00,"32",TRUE
2024-07-10 21:26:00,"32",TRUE
2024-07-10 21:42:00,"31",TRUE
2024-07-10 21:47:00,"28",TRUE
2024-07-10 21:49:00,"26",TRUE
2024-07-10 21:51:00,"37",TRUE
2024-07-10 21:58:00,"38",TRUE
2024-07-10 22:28:00,"31",TRUE
2024-07-10 22:32:00,"28",TRUE
2024-07-10 22:34:00,"26",TRUE
2024-07-10 22:35:00,"37",TRUE
2024-07-10 22:39:00,"38",TRUE
2024-07-11 07:46:00,"60",TRUE
2024-07-11 07:46:00,"60",TRUE
2024-07-11 08:02:00,"56",TRUE
2024-07-11 08:02:00,"56",TRUE
2024-07-11 08:02:00,"57",TRUE
2024-07-11 08:02:00,"57",TRUE
2024-07-11 08:05:00,"62",TRUE
2024-07-11 08:05:00,"62",TRUE
2024-07-11 08:07:00,"18",TRUE
2024-07-11 08:07:00,"18",TRUE
2024-07-11 08:08:00,"19",TRUE
2024-07-11 08:08:00,"19",TRUE
2024-07-11 08:08:00,"14",TRUE
2024-07-11 08:08:00,"14",TRUE
2024-07-11 08:12:00,"20",TRUE
2024-07-11 09:27:00,"60",TRUE
2024-07-11 09:27:00,"60",TRUE
2024-07-11 09:32:00,"62",TRUE
2024-07-11 09:32:00,"62",TRUE
2024-07-11 09:33:00,"56",TRUE
2024-07-11 09:33:00,"56",TRUE
2024-07-11 09:33:00,"57",TRUE
2024-07-11 09:33:00,"57",TRUE
2024-07-11 09:34:00,"18",TRUE
2024-07-11 09:34:00,"18",TRUE
2024-07-11 09:34:00,"19",TRUE
2024-07-11 09:34:00,"19",TRUE
2024-07-11 09:35:00,"14",TRUE
2024-07-11 09:35:00,"14",TRUE
2024-07-11 09:36:00,"20",TRUE
2024-07-11 10:37:00,"60",TRUE
2024-07-11 10:37:00,"60",TRUE
2024-07-11 11:04:00,"56",TRUE
2024-07-11 11:04:00,"56",TRUE
2024-07-11 11:05:00,"62",TRUE
2024-07-11 11:05:00,"62",TRUE
2024-07-11 11:08:00,"57",TRUE
2024-07-11 11:08:00,"57",TRUE
2024-07-11 11:09:00,"18",TRUE
2024-07-11 11:09:00,"18",TRUE
2024-07-11 11:09:00,"19",TRUE
2024-07-11 11:09:00,"19",TRUE
2024-07-11 11:11:00,"14",TRUE
2024-07-11 11:11:00,"14",TRUE
2024-07-11 11:15:00,"20",TRUE
2024-07-11 11:59:00,"57",TRUE
2024-07-11 11:59:00,"57",TRUE
2024-07-11 12:00:00,"62",TRUE
2024-07-11 12:00:00,"62",TRUE
2024-07-11 12:08:00,"56",TRUE
2024-07-11 12:08:00,"56",TRUE
2024-07-11 12:14:00,"18",TRUE
2024-07-11 12:14:00,"18",TRUE
2024-07-11 12:16:00,"14",TRUE
2024-07-11 12:16:00,"14",TRUE
2024-07-11 12:17:00,"19",TRUE
