"date","trackedTime_EST","river","shift","radioID","power","status","habitat","habitatExtra","position","substrate","substrateExtra","shade","lon","lat","fishNotes","source"
"2024-06-30","2024-06-30 06:12:00","DRY UPPER","day",54,NA,"","Pool","Woody_debris","Left",NA,"Mud","Fully shaded",-72.504922,42.66702883,"","iPad"
"2024-06-30","2024-06-30 06:16:00","DRY UPPER","day",21,NA,"","Run","Undercut_bank,Root_bundle","Right",NA,"Rock,Mud","Fully shaded",-72.50509533,42.66703833,"","iPad"
"2024-06-30","2024-06-30 06:17:00","DRY UPPER","day",24,NA,"","Run","Root_bundle,Undercut_bank","Right",NA,"Rock,Mud","Fully shaded",-72.50510667,42.66702233,"","iPad"
"2024-06-30","2024-06-30 06:26:00","DRY UPPER","day",25,NA,"","Run","Root_bundle,Undercut_bank","Right",NA,"Rock,Mud","",-72.505156,42.6670555,"","iPad"
"2024-06-30","2024-06-30 06:30:00","DRY UPPER","day",55,NA,"","Pool","Woody_debris","Right",NA,"Mud,Pebble","Fully shaded",-72.5045745,42.66769383,"","iPad"
"2024-06-30","2024-06-30 06:32:00","DRY UPPER","day",16,NA,"","Pool","Woody_debris","Right",NA,"Mud","Fully shaded",-72.504577,42.667724,"","iPad"
"2024-06-30","2024-06-30 06:34:00","DRY UPPER","day",22,NA,"","Pool","Woody_debris,Undercut_bank","Left",NA,"Mud,Rock","Mostly shaded",-72.5043035,42.66764517,"","iPad"
"2024-06-30","2024-06-30 07:10:00","DRY UPPER","day",22,NA,"","Pool","Woody_debris,Root_bundle","Left",NA,"","Mostly shaded",-72.50442667,42.667684,"","iPad"
"2024-06-30","2024-06-30 07:14:00","DRY UPPER","day",55,NA,"","Pool","Woody_debris","Right",NA,"Mud","Mostly shaded",-72.50444017,42.66769983,"","iPad"
"2024-06-30","2024-06-30 07:15:00","DRY UPPER","day",16,NA,"","Pool","Woody_debris","Right",NA,"Mud","Mostly shaded",-72.50446,42.66770083,"","iPad"
"2024-06-30","2024-06-30 07:20:00","DRY UPPER","day",25,NA,"","Pool","Undercut_bank,Woody_debris","Right",NA,"Rock","Mostly shaded",-72.50498383,42.66701917,"","iPad"
"2024-06-30","2024-06-30 07:25:00","DRY UPPER","day",24,NA,"","Pool","Undercut_bank,Woody_debris","Right",NA,"Rock","Mostly shaded",-72.5050235,42.6670005,"","iPad"
"2024-06-30","2024-06-30 07:26:00","DRY UPPER","day",21,NA,"","Pool","Undercut_bank,Woody_debris","Right",NA,"Rock","Mostly shaded",-72.5049975,42.66698917,"","iPad"
"2024-06-30","2024-06-30 07:36:00","DRY UPPER","day",54,NA,"","Pool","Root_bundle,Woody_debris","Left",NA,"Mud","Fully shaded",-72.5047735,42.66697117,"","iPad"
"2024-06-30","2024-06-30 07:39:00","DRY UPPER","day",48,NA,"","Pool","Woody_debris","Center",NA,"Mud","Fully shaded",-72.50476083,42.666759,"","iPad"
"2024-06-30","2024-06-30 07:45:00","DRY UPPER","day",49,NA,"","Pool","Root_bundle,Woody_debris","Right",NA,"Mud","Mostly shaded",-72.50398233,42.665974,"","iPad"
"2024-06-30","2024-06-30 07:46:00","DRY UPPER","day",42,NA,"","Pool","Woody_debris,Root_bundle","Right",NA,"Mud","Mostly shaded",-72.50382433,42.666128,"","iPad"
"2024-06-30","2024-06-30 08:18:00","DRY UPPER","day",22,NA,"","Pool","Woody_debris","Left",NA,"Mud","",-72.50437133,42.66770717,"","iPad"
"2024-06-30","2024-06-30 08:21:00","DRY UPPER","day",16,NA,"","Pool","Woody_debris","Right",NA,"Mud","Fully shaded",-72.50452067,42.667576,"","iPad"
"2024-06-30","2024-06-30 08:29:00","DRY UPPER","day",55,NA,"","Run","Woody_debris","Right",NA,"Mud","Mostly shaded",-72.50448967,42.667664,"","iPad"
"2024-06-30","2024-06-30 08:34:00","DRY UPPER","day",24,NA,"","Pool","Undercut_bank","Right",NA,"Mud,Rock","Fully shaded",-72.50513033,42.66693967,"","iPad"
"2024-06-30","2024-06-30 08:34:00","DRY UPPER","day",21,NA,"","Pool","Undercut_bank","Right",NA,"Rock","Fully shaded",-72.50521017,42.66690667,"","iPad"
"2024-06-30","2024-06-30 08:35:00","DRY UPPER","day",25,NA,"","Pool","Undercut_bank","Right",NA,"Rock,Mud","Fully shaded",-72.5050055,42.6669775,"","iPad"
"2024-06-30","2024-06-30 08:39:00","DRY UPPER","day",54,NA,"","Pool","Woody_debris","Left",NA,"Rock","Mostly shaded",-72.50490767,42.6669065,"","iPad"
"2024-06-30","2024-06-30 08:41:00","DRY UPPER","day",48,NA,"","Pool","","Center",NA,"Rock","Mostly shaded",-72.50485483,42.66676617,"","iPad"
"2024-06-30","2024-06-30 08:47:00","DRY UPPER","day",42,NA,"","Pool","Root_bundle,Woody_debris","Right",NA,"Mud","Mostly shaded",-72.504089,42.666038,"","iPad"
"2024-06-30","2024-06-30 08:48:00","DRY UPPER","day",49,NA,"","Pool","Root_bundle,Woody_debris","Right",NA,"Mud","Mostly shaded",-72.5040215,42.66611617,"","iPad"
"2024-06-30","2024-06-30 13:37:00","DRY UPPER","night",22,NA,"","Pool","Woody_debris,Root_bundle","Center",NA,"Rock","Mostly shaded",-72.50439783,42.6676705,"","iPad"
"2024-06-30","2024-06-30 13:38:00","DRY UPPER","night",55,NA,"","Pool","Woody_debris","Right",NA,"Rock,Mud","",-72.50461,42.66761183,"","iPad"
"2024-06-30","2024-06-30 13:42:00","DRY UPPER","night",16,NA,"","Pool","Woody_debris","Right",NA,"Rock","Fully shaded",-72.50465767,42.66758783,"","iPad"
"2024-06-30","2024-06-30 13:47:00","DRY UPPER","night",21,NA,"","Pool","Woody_debris,Undercut_bank","Right",NA,"Rock,Mud","Mostly shaded",-72.505014,42.66697267,"","iPad"
"2024-06-30","2024-06-30 13:47:00","DRY UPPER","night",24,NA,"","Pool","Undercut_bank,Woody_debris","Right",NA,"Rock,Mud","Mostly shaded",-72.505011,42.66700883,"","iPad"
"2024-06-30","2024-06-30 13:48:00","DRY UPPER","night",25,NA,"","Pool","Woody_debris,Undercut_bank","Right",NA,"Rock,Mud","Mostly shaded",-72.50500183,42.66700467,"","iPad"
"2024-06-30","2024-06-30 13:50:00","DRY UPPER","night",54,NA,"","Pool","Woody_debris,Undercut_bank","Left",NA,"Rock","Mostly shaded",-72.50486733,42.66686917,"","iPad"
"2024-06-30","2024-06-30 13:54:00","DRY UPPER","night",48,NA,"","Pool","Woody_debris","Center",NA,"Rock","Mostly shaded",-72.5046865,42.66678783,"","iPad"
"2024-06-30","2024-06-30 13:59:00","DRY UPPER","night",42,NA,"","Pool","Woody_debris","Right",NA,"Rock","Mostly shaded",-72.50398567,42.66614083,"","iPad"
"2024-06-30","2024-06-30 14:00:00","DRY UPPER","night",49,NA,"","Pool","Woody_debris,Root_bundle","Right",NA,"Rock","Mostly shaded",-72.50401217,42.66622883,"","iPad"
"2024-06-30","2024-06-30 15:15:00","DRY UPPER","night",22,NA,"","Pool","Root_bundle,Undercut_bank","Left",NA,"Sand","Mostly shaded",-72.50444433,42.66770883,"","iPad"
"2024-06-30","2024-06-30 15:20:00","DRY UPPER","night",16,NA,"","Pool","Woody_debris","Right",NA,"Sand","Mostly shaded",-72.50464167,42.667621,"","iPad"
"2024-06-30","2024-06-30 15:23:00","DRY UPPER","night",55,NA,"","Pool","Woody_debris","Right",NA,"Sand","Mostly shaded",-72.5045515,42.66757867,"","iPad"
"2024-06-30","2024-06-30 15:28:00","DRY UPPER","night",21,NA,"","Pool","Undercut_bank","Right",NA,"Rock","Mostly shaded",-72.50507367,42.666971,"","iPad"
"2024-06-30","2024-06-30 15:30:00","DRY UPPER","night",24,NA,"","Pool","Undercut_bank","Right",NA,"Rock","Mostly shaded",-72.50507133,42.66696817,"","iPad"
"2024-06-30","2024-06-30 15:31:00","DRY UPPER","night",25,NA,"","Pool","Undercut_bank","Right",NA,"Rock","Mostly shaded",-72.50506967,42.66695467,"","iPad"
"2024-06-30","2024-06-30 16:50:00","DRY UPPER","night",54,NA,"","Pool","Root_bundle","Left",NA,"Rock","Mostly shaded",-72.50493483,42.667006,"","iPad"
"2024-06-30","2024-06-30 16:53:00","DRY UPPER","night",48,NA,"","Run","Woody_debris","",NA,"Rock","Mostly shaded",-72.5050145,42.6668085,"","iPad"
"2024-06-30","2024-06-30 17:01:00","DRY UPPER","night",49,NA,"","Pool","Root_bundle","Right",NA,"Sand","Mostly shaded",-72.5039955,42.66612,"","iPad"
"2024-06-30","2024-06-30 17:03:00","DRY UPPER","night",42,NA,"","Pool","Woody_debris","Right",NA,"Rock","Mostly shaded",-72.503954,42.666148,"","iPad"
"2024-06-30","2024-06-30 18:09:00","DRY UPPER","night",53,NA,"OUT OF FISH","","","",NA,"","",-72.50361483,42.66409183,"Up in woods. We were able to get a signal of 175 -195 by a log.","iPad"
"2024-06-30","2024-06-30 18:29:00","DRY UPPER","night",49,NA,"","Pool","Root_bundle","Right",NA,"Rock,Sand","Mostly shaded",-72.50403167,42.66593083,"","iPad"
"2024-06-30","2024-06-30 18:30:00","DRY UPPER","night",42,NA,"","Pool","Root_bundle","Right",NA,"Sand,Rock","Mostly shaded",-72.50396283,42.66598183,"","iPad"
"2024-06-30","2024-06-30 18:37:00","DRY UPPER","night",48,NA,"","Pool","Woody_debris","Center",NA,"Mud,Rock","Mostly shaded",-72.50491333,42.666711,"","iPad"
"2024-06-30","2024-06-30 18:41:00","DRY UPPER","night",54,NA,"","Pool","","Left",NA,"Rock,Mud","Mostly shaded",-72.5049435,42.66718933,"","iPad"
"2024-06-30","2024-06-30 18:45:00","DRY UPPER","night",25,NA,"","Pool","Undercut_bank","Right",NA,"Sand,Rock","Mostly shaded",-72.5050505,42.66700517,"","iPad"
"2024-06-30","2024-06-30 18:49:00","DRY UPPER","night",24,NA,"","Pool","","Right",NA,"Mud","Mostly shaded",-72.5050775,42.66710783,"","iPad"
"2024-06-30","2024-06-30 18:55:00","DRY UPPER","night",16,NA,"","Pool","Woody_debris","Right",NA,"Mud","Mostly shaded",-72.50444933,42.66765683,"","iPad"
"2024-06-30","2024-06-30 18:56:00","DRY UPPER","night",55,NA,"","Pool","Woody_debris","",NA,"Mud","Mostly shaded",-72.50439583,42.667678,"","iPad"
"2024-06-30","2024-06-30 18:57:00","DRY UPPER","night",22,NA,"","Pool","Woody_debris","Center",NA,"Mud,Rock","Mostly shaded",-72.50442,42.66761917,"","iPad"
"2024-07-01","2024-07-01 03:51:00","DICKEY","day",31,NA,"","Pool","","Left",NA,"Pebble","Night",-72.37093417,42.44391983,"","iPad"
"2024-07-01","2024-07-01 03:56:00","DICKEY","day",28,NA,"","Pool","","Right",NA,"Mud,Rock","Night",-72.370719,42.443675,"","iPad"
"2024-07-01","2024-07-01 04:10:00","DICKEY","day",32,NA,"","Pool","","Center",NA,"Mud,Rock","",-72.370652,42.44372183,"","iPad"
"2024-07-01","2024-07-01 04:13:00","DICKEY","day",26,NA,"","Run","","Center",NA,"Rock","",-72.3703705,42.44359667,"","iPad"
"2024-07-01","2024-07-01 04:15:00","DICKEY","day",37,NA,"","Run","","Center",NA,"Granule","Night",-72.37028383,42.443543,"","iPad"
"2024-07-01","2024-07-01 04:49:00","DICKEY","day",38,NA,"","Riffle","","Right",NA,"Rock","Fully shaded",-72.36819767,42.44178217,"","iPad"
"2024-07-01","2024-07-01 05:10:00","DICKEY","day",31,NA,"","Pool","","Center",NA,"Rock,Pebble","Fully shaded",-72.3708855,42.444028,"","iPad"
"2024-07-01","2024-07-01 05:14:00","DICKEY","day",28,NA,"","","","",NA,"","",-72.37060167,42.44368867,"Dead (tried to scare it to confirm life and it didnt move position)","iPad"
"2024-07-01","2024-07-01 05:19:00","DICKEY","day",32,NA,"","Run","","Left",NA,"Rock","Fully shaded",-72.37072233,42.44372233,"","iPad"
"2024-07-01","2024-07-01 05:22:00","DICKEY","day",26,NA,"","Run","","Center",NA,"Rock","Fully shaded",-72.37033883,42.44363467,"","iPad"
"2024-07-01","2024-07-01 05:23:00","DICKEY","day",37,NA,"","Pool","","Right",NA,"Rock","Fully shaded",-72.37036833,42.44360983,"","iPad"
"2024-07-01","2024-07-01 05:35:00","DICKEY","day",38,NA,"","Riffle","","Center",NA,"Rock","Fully shaded",-72.36833917,42.44163783,"","iPad"
"2024-07-01","2024-07-01 06:07:00","DICKEY","day",31,NA,"","Pool","","Center",NA,"Rock,Pebble","Fully shaded",-72.371024,42.44412233,"","iPad"
"2024-07-01","2024-07-01 06:15:00","DICKEY","day",32,NA,"","Run","","Left",NA,"Rock","Mostly shaded",-72.37074483,42.44364983,"","iPad"
"2024-07-01","2024-07-01 06:18:00","DICKEY","day",26,NA,"","Run","","Center",NA,"Rock","Fully shaded",-72.37041483,42.44371983,"","iPad"
"2024-07-01","2024-07-01 06:20:00","DICKEY","day",37,NA,"","Run","","Right",NA,"Rock","Fully shaded",-72.370265,42.44356217,"","iPad"
"2024-07-01","2024-07-01 06:31:00","DICKEY","day",38,NA,"","Riffle","","Center",NA,"Rock","Mostly shaded",-72.36823933,42.44162367,"","iPad"
"2024-07-01","2024-07-01 07:04:00","DICKEY","day",31,NA,"","Pool","","Center",NA,"Rock","Mostly shaded",-72.37091933,42.44387583,"","iPad"
"2024-07-01","2024-07-01 07:25:00","DICKEY","day",26,NA,"","Riffle","","Center",NA,"Rock","Mostly shaded",-72.37029483,42.44360717,"","iPad"
"2024-07-01","2024-07-01 07:26:00","DICKEY","day",37,NA,"","Pool","","Left",NA,"Rock","Mostly shaded",-72.37024333,42.44353633,"","iPad"
"2024-07-01","2024-07-01 07:29:00","DICKEY","day",32,NA,"","Run","","Right",NA,"Boulder","Fully shaded",-72.37025033,42.44354967,"","iPad"
"2024-07-01","2024-07-01 07:41:00","DICKEY","day",38,NA,"","Riffle","","Right",NA,"Rock","Mostly shaded",-72.36824033,42.44159167,"","iPad"
"2024-07-01","2024-07-01 08:08:00","DICKEY","day",31,NA,"","Run","","Center",NA,"Mud","Fully shaded",-72.37087283,42.44387233,"","iPad"
"2024-07-01","2024-07-01 08:11:00","DICKEY","day",26,NA,"","Riffle","","Center",NA,"Rock","Mostly shaded",-72.37041267,42.44358667,"","iPad"
"2024-07-01","2024-07-01 08:12:00","DICKEY","day",37,NA,"","Pool","","Left",NA,"Rock","Lightly shaded",-72.37031367,42.4435185,"","iPad"
"2024-07-01","2024-07-01 08:13:00","DICKEY","day",32,NA,"","Glide","","Center",NA,"Rock","Lightly shaded",-72.37023067,42.44353683,"","iPad"
"2024-07-01","2024-07-01 08:22:00","DICKEY","day",38,NA,"","Riffle","","Right",NA,"Rock","Fully shaded",-72.3683275,42.44160933,"","iPad"
"2024-07-01","2024-07-01 13:53:00","DICKEY","night",31,NA,"","Pool","","Center",NA,"Rock","Mostly shaded",-72.37087533,42.44387,"","iPad"
"2024-07-01","2024-07-01 13:56:00","DICKEY","night",28,NA,"","Pool","Woody_debris","Right",NA,"Rock,Mud","Mostly shaded",-72.37062617,42.4437055,"","iPad"
"2024-07-01","2024-07-01 14:01:00","DICKEY","night",37,NA,"","Glide","","Center",NA,"Rock","Lightly shaded",-72.37043583,42.44367583,"","iPad"
"2024-07-01","2024-07-01 14:02:00","DICKEY","night",32,NA,"","Glide","","Center",NA,"Rock","Lightly shaded",-72.370443,42.44367533,"","iPad"
"2024-07-01","2024-07-01 14:03:00","DICKEY","night",26,NA,"","Run","","Center",NA,"Rock","Lightly shaded",-72.37050783,42.44373133,"","iPad"
"2024-07-01","2024-07-01 14:45:00","DICKEY","night",31,NA,"","Pool","","Center",NA,"Granule","Mostly shaded",-72.37081183,42.443896,"","iPad"
"2024-07-01","2024-07-01 14:47:00","DICKEY","night",28,NA,"","Run","","Center",NA,"Granule","Lightly shaded",-72.37050433,42.443741,"","iPad"
"2024-07-01","2024-07-01 14:49:00","DICKEY","night",26,NA,"","Run","","Center",NA,"Pebble","Mostly shaded",-72.37047667,42.44365367,"","iPad"
"2024-07-01","2024-07-01 14:50:00","DICKEY","night",32,NA,"","Pool","","Center",NA,"","Mostly shaded",-72.3703805,42.44362333,"","iPad"
"2024-07-01","2024-07-01 14:50:00","DICKEY","night",37,NA,"","Pool","","Center",NA,"Granule","Mostly shaded",-72.3703835,42.44362,"","iPad"
"2024-07-01","2024-07-01 14:56:00","DICKEY","night",29,NA,"RECOVERED","","","",NA,"","",-72.37200433,42.4443735,"This data point has been added into this dataset - tag 29 was confirmed dead on 6/17/2024 but actually recovered on 7/1/2024 in the same location - an iPad point wasn't originally taken when recovered so this point is being added at the time of recovery of the tag to have as a benchmark - the GPS point was taken from the ""out of fish"" location on 6/17/2024","iPad"
"2024-07-01","2024-07-01 15:41:00","DICKEY","night",38,NA,"","Pool","","Left",NA,"Rock","Mostly shaded",-72.36819617,42.44162683,"","iPad"
"2024-07-01","2024-07-01 16:26:00","DICKEY","night",31,NA,"","Pool","","Left",NA,"Rock","Lightly shaded",-72.37101933,42.44385933,"","iPad"
"2024-07-01","2024-07-01 16:30:00","DICKEY","night",28,NA,"","Pool","","Center",NA,"Rock","Mostly shaded",-72.37060517,42.44355033,"","iPad"
"2024-07-01","2024-07-01 16:32:00","DICKEY","night",26,NA,"","Glide","","Center",NA,"Rock,Pebble","Mostly shaded",-72.37040733,42.44355033,"","iPad"
"2024-07-01","2024-07-01 16:33:00","DICKEY","night",32,NA,"","Run","","Right",NA,"Rock","Fully shaded",-72.37037417,42.44355217,"","iPad"
"2024-07-01","2024-07-01 16:33:00","DICKEY","night",37,NA,"","Run","","Center",NA,"Rock","Mostly shaded",-72.37044833,42.443585,"","iPad"
"2024-07-01","2024-07-01 16:41:00","DICKEY","night",38,NA,"","Pool","","Center",NA,"Rock","Mostly shaded",-72.36822667,42.44159817,"","iPad"
"2024-07-01","2024-07-01 17:21:00","DICKEY","night",31,NA,"","Pool","","Center",NA,"Rock","Lightly shaded",-72.37092117,42.44388067,"","iPad"
"2024-07-01","2024-07-01 17:24:00","DICKEY","night",28,NA,"","Pool","","Center",NA,"Rock","Mostly shaded",-72.37057583,42.44366817,"","iPad"
"2024-07-01","2024-07-01 17:25:00","DICKEY","night",26,NA,"","Glide","","Center",NA,"Rock","Mostly shaded",-72.37040617,42.44360033,"","iPad"
"2024-07-01","2024-07-01 17:27:00","DICKEY","night",32,NA,"","Run","","Right",NA,"Rock","Mostly shaded",-72.37044267,42.44363,"","iPad"
"2024-07-01","2024-07-01 17:28:00","DICKEY","night",37,NA,"","Run","","Center",NA,"Rock","Fully shaded",-72.370485,42.44371617,"","iPad"
"2024-07-01","2024-07-01 17:36:00","DICKEY","night",38,NA,"","Pool","","Center",NA,"Pebble,Rock","Fully shaded",-72.36840133,42.44164567,"","iPad"
"2024-07-02","2024-07-02 03:31:00","BUFFAM","day",60,NA,"","Pool","","Center",NA,"Rock","Night",-72.458467,42.38218117,"","iPad"
"2024-07-02","2024-07-02 03:44:00","BUFFAM","day",57,NA,"","Pool","","Center",NA,"Rock,Pebble","Night",-72.45976383,42.38121117,"","iPad"
"2024-07-02","2024-07-02 03:45:00","BUFFAM","day",62,NA,"","Pool","","Center",NA,"Rock,Pebble","Night",-72.45975517,42.3811755,"","iPad"
"2024-07-02","2024-07-02 03:53:00","BUFFAM","day",19,NA,"","Riffle","","Left",NA,"Rock","Night",-72.45996633,42.38128283,"","iPad"
"2024-07-02","2024-07-02 03:54:00","BUFFAM","day",18,NA,"","Riffle","","Left",NA,"Rock","Night",-72.45993717,42.38134917,"","iPad"
"2024-07-02","2024-07-02 04:06:00","BUFFAM","day",14,NA,"","Riffle","","Center",NA,"Rock","Night",-72.459926,42.38119167,"","iPad"
"2024-07-02","2024-07-02 04:11:00","BUFFAM","day",56,NA,"","Pool","Woody_debris","Left",NA,"Rock","",-72.46021667,42.38125017,"","iPad"
"2024-07-02","2024-07-02 04:17:00","HARRIS","day",20,NA,"","Pool","","Center",NA,"Rock","",-72.46037383,42.38111183,"","iPad"
"2024-07-02","2024-07-02 04:55:00","AMETHYST","day",61,NA,"","Pool","","",NA,"Sand,Mud,Rock","Mostly shaded",-72.462898,42.379627,"","iPad"
"2024-07-02","2024-07-02 05:27:00","BUFFAM","day",60,NA,"","Pool","","Center",NA,"Rock,Pebble","Mostly shaded",-72.45856583,42.382142,"","iPad"
"2024-07-02","2024-07-02 05:43:00","BUFFAM","day",57,NA,"","Pool","","Center",NA,"Sand,Pebble,Rock","Mostly shaded",-72.45981567,42.38112633,"","iPad"
"2024-07-02","2024-07-02 05:47:00","BUFFAM","day",62,NA,"","Riffle","","",NA,"Rock","Mostly shaded",-72.459623,42.38101667,"","iPad"
"2024-07-02","2024-07-02 05:53:00","BUFFAM","day",18,NA,"","Riffle","","Center",NA,"Rock","",-72.4599485,42.3811745,"","iPad"
"2024-07-02","2024-07-02 05:54:00","BUFFAM","day",19,NA,"","Riffle","","Center",NA,"Rock","",-72.4598655,42.381206,"","iPad"
"2024-07-02","2024-07-02 05:56:00","BUFFAM","day",14,NA,"","Run","","Right",NA,"Rock","Mostly shaded",-72.46002117,42.381385,"","iPad"
"2024-07-02","2024-07-02 05:58:00","BUFFAM","day",56,NA,"","Pool","","",NA,"Rock","Mostly shaded",-72.46029133,42.38123967,"","iPad"
"2024-07-02","2024-07-02 06:05:00","HARRIS","day",20,NA,"","Run","","Center",NA,"Rock","",-72.46020267,42.38110867,"","iPad"
"2024-07-02","2024-07-02 06:23:00","AMETHYST","day",61,NA,"","Riffle","","Center",NA,"Rock,Pebble","",-72.463129,42.37974417,"","iPad"
"2024-07-02","2024-07-02 07:10:00","BUFFAM","day",60,NA,"","Run","","Center",NA,"Rock","Mostly shaded",-72.458622,42.38197633,"","iPad"
"2024-07-02","2024-07-02 07:30:00","BUFFAM","day",62,NA,"","Pool","","Center",NA,"Sand,Pebble,Rock","Lightly shaded",-72.45966467,42.381265,"","iPad"
"2024-07-02","2024-07-02 07:31:00","BUFFAM","day",57,189,"","Pool","","Center",NA,"Rock,Pebble","Lightly shaded",-72.4596965,42.38112533,"189 multiple times fish movng","iPad"
"2024-07-02","2024-07-02 07:50:00","BUFFAM","day",18,NA,"","Pool","","Center",NA,"Rock","Mostly shaded",-72.4598705,42.38114317,"","iPad"
"2024-07-02","2024-07-02 07:51:00","BUFFAM","day",19,NA,"","Pool","","Center",NA,"Rock","Mostly shaded",-72.46003133,42.381208,"","iPad"
"2024-07-02","2024-07-02 07:53:00","BUFFAM","day",14,NA,"","Riffle","","",NA,"Rock","Mostly shaded",-72.459964,42.38134983,"","iPad"
"2024-07-02","2024-07-02 07:59:00","BUFFAM","day",56,NA,"","Pool","Woody_debris","Left",NA,"Rock","Mostly shaded",-72.45999817,42.38122417,"Tried to disturb fish signal changed a bit. Keep checking.","iPad"
"2024-07-02","2024-07-02 08:39:00","HARRIS","day",20,NA,"","Run","","Center",NA,"Rock","Fully shaded",-72.4601985,42.38120933,"","iPad"
"2024-07-02","2024-07-02 08:51:00","AMETHYST","day",61,NA,"","Run","","Left",NA,"Rock","Mostly shaded",-72.46308733,42.3798015,"","iPad"
"2024-07-02","2024-07-02 13:10:00","BUFFAM","night",57,NA,"","Pool","","Center",NA,"Rock,Pebble","Lightly shaded",-72.45972683,42.3809185,"","iPad"
"2024-07-02","2024-07-02 13:15:00","BUFFAM","night",62,NA,"","Pool","","Right",NA,"Rock,Boulder","Fully shaded",-72.459764,42.3810825,"","iPad"
"2024-07-02","2024-07-02 13:21:00","BUFFAM","night",60,NA,"","Run","","Center",NA,"Boulder","Fully shaded",-72.458517,42.38210317,"","iPad"
"2024-07-02","2024-07-02 13:46:00","BUFFAM","night",18,NA,"","Pool","","Right",NA,"Boulder","Fully shaded",-72.459822,42.38130433,"","iPad"
"2024-07-02","2024-07-02 13:47:00","BUFFAM","night",19,NA,"","Pool","","Center",NA,"Boulder,Sand","Fully shaded",-72.45978983,42.381269,"","iPad"
"2024-07-02","2024-07-02 13:54:00","BUFFAM","night",14,NA,"","Run","","Center",NA,"Boulder,Sand","Fully shaded",-72.46000117,42.38129567,"","iPad"
"2024-07-02","2024-07-02 14:01:00","BUFFAM","night",56,NA,"","Pool","","Left",NA,"Mud,Rock","Mostly shaded",-72.46026833,42.38127167,"","iPad"
"2024-07-02","2024-07-02 14:04:00","HARRIS","night",20,NA,"","Glide","","Right",NA,"Rock","Fully shaded",-72.46036433,42.38118383,"","iPad"
"2024-07-02","2024-07-02 14:27:00","AMETHYST","night",61,NA,"","Riffle","","Center",NA,"Boulder","Mostly shaded",-72.46308967,42.3797025,"","iPad"
"2024-07-02","2024-07-02 14:45:00","BUFFAM","night",60,NA,"","Pool","","Center",NA,"Boulder","Fully shaded",-72.45849167,42.38209367,"","iPad"
"2024-07-02","2024-07-02 14:51:00","BUFFAM","night",57,NA,"","Pool","","Center",NA,"Rock,Boulder","Fully shaded",-72.45971917,42.3811645,"","iPad"
"2024-07-02","2024-07-02 14:51:00","BUFFAM","night",62,NA,"","Riffle","","Center",NA,"Rock,Pebble","Mostly shaded",-72.45978117,42.3812475,"","iPad"
"2024-07-02","2024-07-02 14:54:00","BUFFAM","night",18,NA,"","Pool","","Right",NA,"Boulder,Rock","Fully shaded",-72.45996667,42.381247,"","iPad"
