"date","trackedTime_EST","river","shift","radioID","power","status","habitat","habitatExtra","position","substrate","substrateExtra","shade","lon","lat","fishNotes","source","ftDischarge_cfs","ftTime_EST"
"2024-06-11","2024-06-11 21:08:00","AMETHYST","night",60,NA,NA,"Riffle","","Center","Rock",NA,"Night",-72.4602475,42.38145683,"","iPad",2.75,"2024-06-11"
"2024-06-11","2024-06-11 21:12:00","BUFFAM","night",19,NA,NA,"Run","","Center","Rock",NA,"Night",-72.460177,42.38129683,"","iPad",0.74,"2024-06-11 20:26:53"
"2024-06-11","2024-06-11 21:18:00","BUFFAM","night",62,NA,NA,"Pool","","Center","Sand",NA,"Night",-72.4596645,42.3811295,"","iPad",0.74,"2024-06-11 20:26:53"
"2024-06-11","2024-06-11 21:22:00","BUFFAM","night",11,NA,NA,"Pool","","Center","Sand",NA,"Night",-72.45970883,42.38113267,"","iPad",0.74,"2024-06-11 20:26:53"
"2024-06-11","2024-06-11 21:39:00","HARRIS","night",12,NA,NA,"Run","","Right","Rock",NA,"Night",-72.46013217,42.38096583,"","iPad",2.01,"2024-06-11 18:54:41"
"2024-06-11","2024-06-11 21:51:00","HARRIS","night",13,NA,NA,"Run","","Center","Rock",NA,"Night",-72.45960367,42.38088583,"","iPad",2.01,"2024-06-11 18:54:41"
"2024-06-11","2024-06-11 22:03:00","HARRIS","night",15,NA,NA,"Run","","Center","Rock",NA,"Night",-72.459587,42.3807855,"","iPad",2.01,"2024-06-11 18:54:41"
"2024-06-11","2024-06-11 22:07:00","BUFFAM","night",18,NA,NA,"Run","","Right","Rock",NA,"Night",-72.45986633,42.381316,"","iPad",0.74,"2024-06-11 20:26:53"
"2024-06-11","2024-06-11 22:20:00","HARRIS","night",20,NA,NA,"Pool","","Center","Rock",NA,"Night",-72.46036567,42.38099267,"","iPad",2.01,"2024-06-11 18:54:41"
"2024-06-11","2024-06-11 22:22:00","HARRIS","night",57,NA,NA,"Riffle","","Left","Rock",NA,"Night",-72.4603175,42.38101317,"","iPad",2.01,"2024-06-11 18:54:41"
"2024-06-11","2024-06-11 22:34:00","AMETHYST","night",59,NA,NA,"Run","","Right","Rock",NA,"Night",-72.4604705,42.38156067,"Fast moving water right next to slow moving water.","iPad",2.75,"2024-06-11"
"2024-06-11","2024-06-11 22:45:00","AMETHYST","night",56,NA,NA,"Pool","","Center","Granule",NA,"Night",-72.46100817,42.381548,"","iPad",2.75,"2024-06-11"
"2024-06-11","2024-06-11 22:50:00","AMETHYST","night",14,NA,NA,"Run","","Right","Pebble",NA,"Night",-72.46099033,42.38141117,"","iPad",2.75,"2024-06-11"
"2024-06-11","2024-06-11 23:01:00","AMETHYST","night",61,NA,NA,"Run","","Left","Rock",NA,"Night",-72.461756,42.38078733,"On the edge of fast and slow moving water.","iPad",2.75,"2024-06-11"
"2024-06-12","2024-06-12 05:45:00","UNDERHILL","day",41,NA,NA,"Riffle","Root_bundle","Right","Rock",NA,"Mostly shaded",-72.32473633,42.444896,"","iPad",0.86,"2024-06-12 09:04:18"
"2024-06-12","2024-06-12 06:11:00","UNDERHILL","day",43,NA,NA,"Riffle","Woody_debris,Root_bundle","Right","Rock",NA,"Mostly shaded",-72.32539283,42.445208,"","iPad",0.86,"2024-06-12 09:04:18"
"2024-06-12","2024-06-12 06:16:00","UNDERHILL","day",40,NA,NA,"Run","Root_bundle,Woody_debris","Center","Rock",NA,"Mostly shaded",-72.32570383,42.44533517,"","iPad",0.86,"2024-06-12 09:04:18"
"2024-06-12","2024-06-12 06:31:00","UNDERHILL","day",33,NA,NA,"Glide","Root_bundle","Left","Rock",NA,"Fully shaded",-72.32662933,42.445448,"","iPad",0.86,"2024-06-12 09:04:18"
"2024-06-12","2024-06-12 06:34:00","UNDERHILL","day",34,NA,NA,"Pool","Woody_debris,Root_bundle","Right","Rock",NA,"Mostly shaded",-72.326717,42.44553467,"","iPad",0.86,"2024-06-12 09:04:18"
"2024-06-12","2024-06-12 06:47:00","UNDERHILL","day",45,NA,NA,"Run","Root_bundle,Woody_debris","Center","Rock",NA,"Fully shaded",-72.32751833,42.44516517,"","iPad",0.86,"2024-06-12 09:04:18"
"2024-06-12","2024-06-12 06:49:00","UNDERHILL","day",36,NA,NA,"Riffle","Root_bundle,Woody_debris","Center","Rock",NA,"Mostly shaded",-72.3275865,42.44511067,"","iPad",0.86,"2024-06-12 09:04:18"
"2024-06-12","2024-06-12 06:50:00","UNDERHILL","day",27,NA,NA,"Run","Root_bundle,Woody_debris","Center","Mud",NA,"Fully shaded",-72.32774133,42.44506017,"","iPad",0.86,"2024-06-12 09:04:18"
"2024-06-12","2024-06-12 06:58:00","UNDERHILL","day",44,NA,NA,"Run","","Right","Pebble",NA,"Mostly shaded",-72.327927,42.44486783,"","iPad",0.86,"2024-06-12 09:04:18"
"2024-06-12","2024-06-12 07:10:00","UNDERHILL","day",35,NA,NA,"Riffle","","Left","Rock",NA,"Mostly shaded",-72.32837133,42.4444715,"Moving","iPad",0.86,"2024-06-12 09:04:18"
"2024-06-12","2024-06-12 09:21:00","UNDERHILL","day",41,NA,NA,"Pool","","Right","Mud",NA,"Mostly shaded",-72.3247125,42.44517017,"","iPad",0.86,"2024-06-12 09:04:18"
"2024-06-12","2024-06-12 09:30:00","UNDERHILL","day",43,NA,NA,"Pool","","Right","Rock",NA,"Lightly shaded",-72.32526767,42.44513433,"","iPad",0.86,"2024-06-12 09:04:18"
"2024-06-12","2024-06-12 09:34:00","UNDERHILL","day",40,NA,NA,"Riffle","","Right","Rock",NA,"Lightly shaded",-72.32555533,42.44526467,"","iPad",0.86,"2024-06-12 09:04:18"
"2024-06-12","2024-06-12 09:44:00","UNDERHILL","day",33,NA,NA,"Riffle","","Left","Rock",NA,"Fully shaded",-72.3264515,42.44553533,"","iPad",0.86,"2024-06-12 09:04:18"
"2024-06-12","2024-06-12 09:45:00","UNDERHILL","day",34,NA,NA,"Pool","","Right","Rock",NA,"Mostly shaded",-72.32662517,42.44558583,"","iPad",0.86,"2024-06-12 09:04:18"
"2024-06-12","2024-06-12 09:54:00","UNDERHILL","day",45,NA,NA,"Run","","Right","Rock",NA,"Fully shaded",-72.32768133,42.44501883,"","iPad",0.86,"2024-06-12 09:04:18"
"2024-06-12","2024-06-12 09:57:00","UNDERHILL","day",27,NA,NA,"Run","","Center","Rock",NA,"Fully shaded",-72.32771217,42.44504317,"","iPad",0.86,"2024-06-12 09:04:18"
"2024-06-12","2024-06-12 10:01:00","UNDERHILL","day",44,NA,NA,"Pool","","Right","Rock",NA,"Fully shaded",-72.32786933,42.44484233,"","iPad",0.86,"2024-06-12 09:04:18"
"2024-06-12","2024-06-12 10:07:00","UNDERHILL","day",35,NA,NA,"Pool","","Right","Rock",NA,"Mostly shaded",-72.32813367,42.444564,"","iPad",0.86,"2024-06-12 09:04:18"
"2024-06-12","2024-06-12 10:29:00","UNDERHILL","day",35,NA,NA,"Run","","Left","Rock",NA,"Fully shaded",-72.32843233,42.444425,"","iPad",0.86,"2024-06-12 09:04:18"
"2024-06-12","2024-06-12 10:38:00","UNDERHILL","day",44,NA,NA,"Pool","","Right","Rock",NA,"Fully shaded",-72.32793017,42.4448195,"","iPad",0.86,"2024-06-12 09:04:18"
"2024-06-12","2024-06-12 10:40:00","UNDERHILL","day",27,NA,NA,"Run","","Center","Rock",NA,"Fully shaded",-72.327636,42.44510367,"","iPad",0.86,"2024-06-12 09:04:18"
"2024-06-12","2024-06-12 10:42:00","UNDERHILL","day",36,NA,NA,"Riffle","","Left","Rock",NA,"Fully shaded",-72.32756483,42.4452135,"","iPad",0.86,"2024-06-12 09:04:18"
"2024-06-12","2024-06-12 10:42:00","UNDERHILL","day",45,NA,NA,"Riffle","","Left","Rock",NA,"Fully shaded",-72.32749267,42.445161,"","iPad",0.86,"2024-06-12 09:04:18"
"2024-06-12","2024-06-12 10:46:00","UNDERHILL","day",34,NA,NA,"Pool","","Right","Rock",NA,"Fully shaded",-72.3267635,42.44533383,"","iPad",0.86,"2024-06-12 09:04:18"
"2024-06-12","2024-06-12 10:47:00","UNDERHILL","day",33,NA,NA,"Riffle","","Left","Rock",NA,"Fully shaded",-72.32633,42.44551183,"","iPad",0.86,"2024-06-12 09:04:18"
"2024-06-12","2024-06-12 10:53:00","UNDERHILL","day",44,NA,NA,"Riffle","","Center","Rock",NA,"Fully shaded",-72.32548867,42.44530683,"","iPad",0.86,"2024-06-12 09:04:18"
"2024-06-12","2024-06-12 10:54:00","UNDERHILL","day",43,NA,NA,"Pool","","Left","Rock",NA,"Fully shaded",-72.32520483,42.44510717,"","iPad",0.86,"2024-06-12 09:04:18"
"2024-06-12","2024-06-12 10:56:00","UNDERHILL","day",41,NA,NA,"Pool","","Right","Rock",NA,"Fully shaded",-72.32471633,42.445034,"","iPad",0.86,"2024-06-12 09:04:18"
"2024-06-12","2024-06-12 19:02:00","UNDERHILL","night",41,NA,NA,"Pool","","Left","Rock",NA,"Night",-72.32482067,42.444941,"","iPad",0.29,"2024-06-12 20:19:39"
"2024-06-12","2024-06-12 19:12:00","UNDERHILL","night",43,NA,NA,"Run","","Right","Rock",NA,"Night",-72.32534583,42.445162,"","iPad",0.29,"2024-06-12 20:19:39"
"2024-06-12","2024-06-12 19:27:00","UNDERHILL","night",40,NA,NA,"Run","","Right","Sand",NA,"Night",-72.3257595,42.445194,"","iPad",0.29,"2024-06-12 20:19:39"
"2024-06-12","2024-06-12 19:40:00","UNDERHILL","night",33,NA,NA,"Run","","Left","Rock",NA,"Night",-72.326575,42.44544933,"","iPad",0.29,"2024-06-12 20:19:39"
"2024-06-12","2024-06-12 19:44:00","UNDERHILL","night",34,NA,NA,"Pool","","Right","Rock",NA,"Night",-72.32657583,42.4455405,"","iPad",0.29,"2024-06-12 20:19:39"
"2024-06-12","2024-06-12 20:01:00","UNDERHILL","night",45,NA,NA,"Run","","Right","Rock",NA,"Night",-72.3275985,42.44548133,"","iPad",0.29,"2024-06-12 20:19:39"
"2024-06-12","2024-06-12 20:05:00","UNDERHILL","night",36,NA,NA,"Pool","","Left","Rock",NA,"Night",-72.3276705,42.44518383,"","iPad",0.29,"2024-06-12 20:19:39"
"2024-06-12","2024-06-12 20:08:00","UNDERHILL","night",27,NA,NA,"Run","","Left","Rock",NA,"Night",-72.32786667,42.44518217,"","iPad",0.29,"2024-06-12 20:19:39"
"2024-06-12","2024-06-12 20:13:00","UNDERHILL","night",44,NA,NA,"Pool","","Right","Rock",NA,"Night",-72.32795867,42.44488333,"","iPad",0.29,"2024-06-12 20:19:39"
"2024-06-12","2024-06-12 20:26:00","UNDERHILL","night",35,NA,NA,"Pool","","Left","Sand",NA,"Night",-72.32846017,42.44446133,"","iPad",0.29,"2024-06-12 20:19:39"
"2024-06-12","2024-06-12 20:43:00","UNDERHILL","night",41,NA,NA,"Run","","Center","Rock",NA,"Night",-72.32471783,42.4449025,"It is in the water coming right out of the culvert.","iPad",0.29,"2024-06-12 20:19:39"
"2024-06-12","2024-06-12 20:51:00","UNDERHILL","night",43,NA,NA,"Riffle","","Right","Rock",NA,"Night",-72.325395,42.4451685,"","iPad",0.29,"2024-06-12 20:19:39"
"2024-06-12","2024-06-12 20:59:00","UNDERHILL","night",40,NA,NA,"Run","","Right","Rock",NA,"Night",-72.32574933,42.4451615,"","iPad",0.29,"2024-06-12 20:19:39"
"2024-06-12","2024-06-12 21:22:00","UNDERHILL","night",33,NA,NA,"Riffle","","Left","Rock",NA,"Night",-72.32637517,42.44545017,"","iPad",0.29,"2024-06-12 20:19:39"
"2024-06-12","2024-06-12 21:29:00","UNDERHILL","night",34,NA,NA,"Riffle","","Right","Rock",NA,"Night",-72.326651,42.4455345,"Sitting at the bottom of the riffle right before it turns to a pool.","iPad",0.29,"2024-06-12 20:19:39"
"2024-06-12","2024-06-12 21:45:00","UNDERHILL","night",45,NA,NA,"Pool","","Left","Rock",NA,"Night",-72.32756167,42.445172,"","iPad",0.29,"2024-06-12 20:19:39"
"2024-06-12","2024-06-12 21:48:00","UNDERHILL","night",36,NA,NA,"Riffle","","Center","Sand",NA,"Night",-72.327636,42.44518333,"","iPad",0.29,"2024-06-12 20:19:39"
"2024-06-12","2024-06-12 21:53:00","UNDERHILL","night",27,NA,NA,"Riffle","","Right","Boulder",NA,"Night",-72.32767267,42.44512567,"","iPad",0.29,"2024-06-12 20:19:39"
"2024-06-12","2024-06-12 22:07:00","UNDERHILL","night",44,NA,NA,"Pool","","Right","Boulder",NA,"Night",-72.3279135,42.4448465,"","iPad",0.29,"2024-06-12 20:19:39"
"2024-06-12","2024-06-12 22:36:00","UNDERHILL","night",35,NA,NA,"Riffle","","","Rock",NA,"Night",-72.328367,42.4444215,"The receiver died so the location of the fish is only accurate to a 165 signal read whereas we usually look for reads of 195+","iPad",0.29,"2024-06-12 20:19:39"
"2024-06-13","2024-06-13 06:21:00","DICKEY","day",46,NA,NA,"Pool","","Center","Rock",NA,"Fully shaded",-72.37181583,42.44423217,"","iPad",NA,NA
"2024-06-13","2024-06-13 06:23:00","DICKEY","day",29,NA,NA,"Riffle","","Left","Rock",NA,"Mostly shaded",-72.3720395,42.444275,"","iPad",NA,NA
"2024-06-13","2024-06-13 06:32:00","DICKEY","day",31,NA,NA,"Riffle","","Center","Rock",NA,"Fully shaded",-72.37099917,42.44397,"","iPad",NA,NA
"2024-06-13","2024-06-13 06:43:00","DICKEY","day",32,NA,NA,"Riffle","","Center","Rock",NA,"Fully shaded",-72.37030667,42.44352067,"","iPad",NA,NA
"2024-06-13","2024-06-13 06:44:00","DICKEY","day",37,NA,NA,"Run","","Center","Rock",NA,"Fully shaded",-72.37031767,42.44352733,"","iPad",NA,NA
"2024-06-13","2024-06-13 06:44:00","DICKEY","day",28,NA,NA,"Run","","Center","Rock",NA,"Fully shaded",-72.370333,42.443528,"","iPad",NA,NA
"2024-06-13","2024-06-13 06:46:00","DICKEY","day",51,NA,NA,"Pool","","Right","Rock",NA,"Fully shaded",-72.37043317,42.4432375,"","iPad",NA,NA
"2024-06-13","2024-06-13 06:58:00","DICKEY","day",38,NA,NA,"Pool","","Left","Rock",NA,"Fully shaded",-72.37017033,42.44298333,"","iPad",NA,NA
"2024-06-13","2024-06-13 07:10:00","DICKEY","day",38,NA,NA,"Pool","","Center","Rock",NA,"Fully shaded",-72.37017817,42.4429965,"","iPad",NA,NA
"2024-06-13","2024-06-13 07:13:00","DICKEY","day",51,NA,NA,"Run","","Center","Rock",NA,"Fully shaded",-72.37046683,42.4432035,"","iPad",NA,NA
"2024-06-13","2024-06-13 07:14:00","DICKEY","day",32,NA,NA,"Pool","","Right","Rock",NA,"Fully shaded",-72.37042317,42.44349883,"","iPad",NA,NA
"2024-06-13","2024-06-13 07:14:00","DICKEY","day",37,NA,NA,"Pool","","Center","Rock",NA,"Fully shaded",-72.37042017,42.44353567,"","iPad",NA,NA
"2024-06-13","2024-06-13 07:15:00","DICKEY","day",28,NA,NA,"Pool","","Center","Rock",NA,"Fully shaded",-72.37041383,42.44358117,"","iPad",NA,NA
"2024-06-13","2024-06-13 07:21:00","DICKEY","day",31,NA,NA,"Riffle","","Center","Rock",NA,"Fully shaded",-72.37096867,42.44395133,"","iPad",NA,NA
"2024-06-13","2024-06-13 07:30:00","DICKEY","day",26,NA,NA,"Run","","Center","Rock",NA,"Mostly shaded",-72.37207183,42.4443085,"","iPad",NA,NA
"2024-06-13","2024-06-13 07:32:00","DICKEY","day",46,NA,NA,"Pool","","Left","Rock",NA,"Fully shaded",-72.37171083,42.444313,"","iPad",NA,NA
"2024-06-13","2024-06-13 08:13:00","DICKEY","day",26,NA,NA,"Riffle","","Center","Pebble",NA,"Lightly shaded",-72.373557,42.44420483,"","iPad",NA,NA
"2024-06-13","2024-06-13 08:31:00","DICKEY","day",50,NA,NA,"Pool","","Left","Rock",NA,"Lightly shaded",-72.3735305,42.44237633,"","iPad",NA,NA
"2024-06-13","2024-06-13 09:04:00","DICKEY","day",50,NA,NA,"Pool","","Right","Mud",NA,"Mostly shaded",-72.3735795,42.44245917,"","iPad",NA,NA
"2024-06-13","2024-06-13 09:25:00","DICKEY","day",26,NA,NA,"Run","","Center","Rock",NA,"Fully sunny",-72.37341367,42.44417917,"","iPad",NA,NA
"2024-06-13","2024-06-13 09:40:00","DICKEY","day",50,NA,NA,"Riffle","","Center","Rock",NA,"Mostly shaded",-72.37201283,42.44427217,"Moving","iPad",NA,NA
"2024-06-13","2024-06-13 09:43:00","DICKEY","day",46,NA,NA,"Pool","","Right","Rock",NA,"Mostly shaded",-72.37158983,42.4441915,"","iPad",NA,NA
"2024-06-13","2024-06-13 09:52:00","DICKEY","day",31,NA,NA,"Run","","Left","Rock",NA,"Fully shaded",-72.37078583,42.44385517,"","iPad",NA,NA
"2024-06-13","2024-06-13 09:54:00","DICKEY","day",28,NA,NA,"Pool","","Left","Rock",NA,"Mostly shaded",-72.3703145,42.44352433,"","iPad",NA,NA
"2024-06-13","2024-06-13 09:54:00","DICKEY","day",37,NA,NA,"Pool","","Left","Rock",NA,"Mostly shaded",-72.37040183,42.44366183,"","iPad",NA,NA
"2024-06-13","2024-06-13 09:55:00","DICKEY","day",32,NA,NA,"Run","","Center","Rock",NA,"Lightly shaded",-72.370292,42.44356833,"","iPad",NA,NA
"2024-06-13","2024-06-13 10:04:00","DICKEY","day",38,NA,NA,"Glide","","Right","Rock",NA,"Fully shaded",-72.37008467,42.44282617,"","iPad",NA,NA
"2024-06-13","2024-06-13 10:11:00","DICKEY","day",51,NA,NA,"Glide","","Right","Rock",NA,"Mostly shaded",-72.37052933,42.44319967,"","iPad",NA,NA
"2024-06-13","2024-06-13 17:54:00","DICKEY","night",46,NA,NA,"Run","","Right","Pebble",NA,"Mostly shaded",-72.37180083,42.44423067,"","iPad",1.35,"2024-06-13 18:59:00"
"2024-06-13","2024-06-13 17:58:00","DICKEY","night",29,NA,NA,"Glide","","Left","Rock",NA,"Mostly shaded",-72.37202967,42.4442835,"","iPad",1.35,"2024-06-13 18:59:00"
"2024-06-13","2024-06-13 18:16:00","DICKEY","night",31,NA,NA,"Run","","Right","Rock",NA,"Mostly shaded",-72.37098217,42.44395083,"","iPad",1.35,"2024-06-13 18:59:00"
"2024-06-13","2024-06-13 18:36:00","DICKEY","night",26,NA,NA,"Glide","","Left","Rock",NA,"Lightly shaded",-72.37354983,42.444185,"","iPad",1.35,"2024-06-13 18:59:00"
"2024-06-13","2024-06-13 18:56:00","DICKEY","night",50,NA,NA,"Pool","","Left","Mud",NA,"Fully sunny",-72.373911,42.44232533,"","iPad",1.35,"2024-06-13 18:59:00"
"2024-06-13","2024-06-13 19:21:00","DICKEY","night",28,NA,NA,"Run","","Center","Rock",NA,"Night",-72.37036683,42.4435345,"","iPad",1.35,"2024-06-13 18:59:00"
"2024-06-13","2024-06-13 19:24:00","DICKEY","night",32,NA,NA,"Run","","Left","Rock",NA,"Night",-72.37035567,42.44354783,"","iPad",1.35,"2024-06-13 18:59:00"
"2024-06-13","2024-06-13 19:24:00","DICKEY","night",37,NA,NA,"Pool","","Right","Rock",NA,"Night",-72.370335,42.4435835,"Pool right next to run/on the edge of the faster and slower water","iPad",1.35,"2024-06-13 18:59:00"
"2024-06-13","2024-06-13 19:28:00","DICKEY","night",51,NA,NA,"Run","","Left","Rock",NA,"Night",-72.370524,42.4431315,"","iPad",1.35,"2024-06-13 18:59:00"
"2024-06-13","2024-06-13 19:32:00","DICKEY","night",38,NA,NA,"Pool","","Center","Rock",NA,"Night",-72.37000467,42.44300917,"","iPad",1.35,"2024-06-13 18:59:00"
