"date","trackedTime_EST","river","shift","radioID","power","status","habitat","habitatExtra","position","substrate","substrateExtra","shade","lon","lat","fishNotes","source","ftDischarge_cfs","ftTime_EST"
"2024-07-30","2024-07-30 04:07:00","DICKEY","day",31,NA,"","Riffle","","Right",NA,"Pebble,Rock","Night",-72.37115667,42.444185,"","iPad",1.13,"2024-07-30 04:50:14"
"2024-07-30","2024-07-30 04:15:00","DICKEY","day",26,NA,"","Riffle","","Center",NA,"Rock,Pebble","Night",-72.37033567,42.443516,"","iPad",1.13,"2024-07-30 04:50:14"
"2024-07-30","2024-07-30 04:16:00","DICKEY","day",37,NA,"","Riffle","","Center",NA,"Rock,Pebble","Night",-72.37032033,42.44349517,"","iPad",1.13,"2024-07-30 04:50:14"
"2024-07-30","2024-07-30 04:38:00","DICKEY","day",38,NA,"","Run","","Right",NA,"Rock,Pebble","Night",-72.37334633,42.44440683,"","iPad",1.13,"2024-07-30 04:50:14"
"2024-07-30","2024-07-30 04:42:00","DICKEY","day",32,NA,"RECOVERED","Pool","","Left",NA,"Pebble","Night",-72.37354483,42.44405667,"Dead.found on river left side of pool buried n gravel.","iPad",1.13,"2024-07-30 04:50:14"
"2024-07-30","2024-07-30 05:25:00","DICKEY","day",38,NA,"","Riffle","","Left",NA,"Rock,Pebble","Lightly shaded",-72.37340217,42.44448983,"May be dead ","iPad",1.13,"2024-07-30 04:50:14"
"2024-07-30","2024-07-30 06:08:00","DICKEY","day",31,NA,"","Riffle","","Right",NA,"Pebble,Rock","Fully shaded",-72.37117917,42.44397333,"","iPad",1.13,"2024-07-30 04:50:14"
"2024-07-30","2024-07-30 06:12:00","DICKEY","day",37,NA,"","Run","","Center",NA,"Rock,Pebble","Fully shaded",-72.37046517,42.44357867,"","iPad",1.13,"2024-07-30 04:50:14"
"2024-07-30","2024-07-30 06:12:00","DICKEY","day",26,NA,"","Run","","Right",NA,"Rock,Pebble","Fully shaded",-72.37053617,42.44370767,"","iPad",1.13,"2024-07-30 04:50:14"
"2024-07-30","2024-07-30 07:17:00","DICKEY","day",38,NA,"","Run","","Center",NA,"Rock,Pebble","Lightly shaded",-72.37338167,42.44441083,"Dead?","iPad",1.13,"2024-07-30 04:50:14"
"2024-07-30","2024-07-30 08:20:00","DICKEY","day",31,NA,"","Riffle","","Right",NA,"","Fully shaded",-72.37112533,42.44394533,"","iPad",1.13,"2024-07-30 04:50:14"
"2024-07-30","2024-07-30 08:24:00","DICKEY","day",26,NA,"","Run","","Center",NA,"Rock","Mostly shaded",-72.37035883,42.44362933,"","iPad",1.13,"2024-07-30 04:50:14"
"2024-07-30","2024-07-30 08:28:00","DICKEY","day",37,NA,"","Run","","Center",NA,"Rock","Fully shaded",-72.370213,42.443557,"","iPad",1.13,"2024-07-30 04:50:14"
"2024-07-30","2024-07-30 08:40:00","DICKEY","day",38,NA,"","Run","","Left",NA,"Granule,Pebble,Rock","Fully shaded",-72.37331033,42.444425,"Dead?","iPad",1.13,"2024-07-30 04:50:14"
"2024-07-30","2024-07-30 08:48:00","DICKEY","day",31,NA,"","Riffle","","Right",NA,"Rock,Pebble","Fully shaded",-72.37116567,42.44390817,"","iPad",1.13,"2024-07-30 04:50:14"
"2024-07-30","2024-07-30 08:52:00","DICKEY","day",26,NA,"","Riffle","","Center",NA,"Rock","Mostly shaded",-72.370259,42.44362617,"","iPad",1.13,"2024-07-30 04:50:14"
"2024-07-30","2024-07-30 08:52:00","DICKEY","day",37,NA,"","Riffle","","Center",NA,"Pebble,Rock,Granule","Mostly shaded",-72.37034133,42.44351,"","iPad",1.13,"2024-07-30 04:50:14"
"2024-07-30","2024-07-30 13:07:00","DICKEY","night",38,NA,"","Run","","Center",NA,"Rock,Pebble","Fully shaded",-72.37357433,42.44465683,"","iPad",0.99,"2024-07-30 13:49:04"
"2024-07-30","2024-07-30 13:19:00","DICKEY","night",31,NA,"","Riffle","","Right",NA,"Rock,Pebble","Mostly shaded",-72.37125067,42.44394133,"","iPad",0.99,"2024-07-30 13:49:04"
"2024-07-30","2024-07-30 13:24:00","DICKEY","night",26,NA,"","Run","","Center",NA,"Pebble,Rock","Mostly shaded",-72.370437,42.44368267,"","iPad",0.99,"2024-07-30 13:49:04"
"2024-07-30","2024-07-30 13:26:00","DICKEY","night",37,NA,"","Pool","","Center",NA,"Rock,Boulder","Mostly shaded",-72.370448,42.44373017,"","iPad",0.99,"2024-07-30 13:49:04"
"2024-07-30","2024-07-30 14:09:00","DICKEY","night",38,NA,"","Glide","","Right",NA,"Rock,Pebble","Fully shaded",-72.373169,42.44443367,"","iPad",0.99,"2024-07-30 13:49:04"
"2024-07-30","2024-07-30 14:18:00","DICKEY","night",26,NA,"","Glide","","Center",NA,"Pebble,Rock","Mostly shaded",-72.37034217,42.44370117,"","iPad",0.99,"2024-07-30 13:49:04"
"2024-07-30","2024-07-30 14:18:00","DICKEY","night",37,NA,"","Glide","","Center",NA,"Pebble,Rock","Lightly shaded",-72.37030533,42.44347517,"","iPad",0.99,"2024-07-30 13:49:04"
"2024-07-30","2024-07-30 15:07:00","DICKEY","night",37,NA,"","Run","","Center",NA,"Rock,Pebble,Granule","Mostly shaded",-72.3734095,42.44443233,"","iPad",0.99,"2024-07-30 13:49:04"
"2024-07-30","2024-07-30 15:13:00","DICKEY","night",31,NA,"","Riffle","","Left",NA,"Rock,Pebble","Mostly shaded",-72.37101983,42.443972,"","iPad",0.99,"2024-07-30 13:49:04"
"2024-07-30","2024-07-30 15:19:00","DICKEY","night",37,NA,"","Run","","Right",NA,"Rock,Pebble","Fully shaded",-72.37020583,42.44338817,"","iPad",0.99,"2024-07-30 13:49:04"
"2024-07-30","2024-07-30 16:52:00","DICKEY","night",38,NA,"","Run","","Center",NA,"Rock,Pebble","Mostly shaded",-72.37337767,42.44453017,"","iPad",0.99,"2024-07-30 13:49:04"
"2024-07-30","2024-07-30 16:58:00","DICKEY","night",31,NA,"","Riffle","","Center",NA,"Rock,Pebble","Lightly shaded",-72.37100917,42.4439465,"","iPad",0.99,"2024-07-30 13:49:04"
"2024-07-30","2024-07-30 17:01:00","DICKEY","night",26,NA,"","Glide","","Left",NA,"Rock,Pebble,Granule","Fully shaded",-72.37040917,42.44329217,"","iPad",0.99,"2024-07-30 13:49:04"
"2024-07-30","2024-07-30 17:03:00","DICKEY","night",37,NA,"","Run","","Center",NA,"Rock,Pebble","Mostly shaded",-72.37040067,42.44337467,"","iPad",0.99,"2024-07-30 13:49:04"
"2024-07-30","2024-07-30 17:58:00","DICKEY","night",38,NA,"","Run","","Center",NA,"Rock,Pebble","Fully shaded",-72.3734215,42.44451467,"","iPad",0.99,"2024-07-30 13:49:04"
"2024-07-30","2024-07-30 18:05:00","DICKEY","night",31,NA,"","Riffle","","Left",NA,"Rock,Pebble","Fully shaded",-72.37110117,42.44393233,"","iPad",0.99,"2024-07-30 13:49:04"
"2024-07-30","2024-07-30 18:10:00","DICKEY","night",26,NA,"","Run","","Center",NA,"Rock,Pebble","Fully shaded",-72.3702295,42.44349217,"","iPad",0.99,"2024-07-30 13:49:04"
"2024-07-30","2024-07-30 18:11:00","DICKEY","night",37,NA,"","Run","","Center",NA,"Rock,Pebble","Fully shaded",-72.3703875,42.44344167,"","iPad",0.99,"2024-07-30 13:49:04"
"2024-07-31","2024-07-31 04:08:00","BUFFAM","day",60,NA,"","Run","","Center",NA,"Rock,Pebble,Granule","Night",-72.45833983,42.38211283,"","iPad",0.54,"2024-07-31 04:44:54"
"2024-07-31","2024-07-31 04:22:00","BUFFAM","day",62,NA,"","Pool","","Center",NA,"Sand,Rock","Night",-72.45984617,42.38119917,"","iPad",0.54,"2024-07-31 04:44:54"
"2024-07-31","2024-07-31 04:23:00","BUFFAM","day",57,NA,"","Pool","","Center",NA,"Rock,Sand","Night",-72.45980217,42.38110483,"","iPad",0.54,"2024-07-31 04:44:54"
"2024-07-31","2024-07-31 04:27:00","BUFFAM","day",18,NA,"","Riffle","","Center",NA,"Rock","Night",-72.45988783,42.381306,"","iPad",0.54,"2024-07-31 04:44:54"
"2024-07-31","2024-07-31 04:30:00","BUFFAM","day",14,NA,"","Riffle","","Center",NA,"Rock","Night",-72.45988817,42.3813705,"","iPad",0.54,"2024-07-31 04:44:54"
"2024-07-31","2024-07-31 04:34:00","BUFFAM","day",56,NA,"","Pool","Woody_debris,Undercut_bank","Left",NA,"Rock","Night",-72.46018417,42.38127867,"","iPad",0.54,"2024-07-31 04:44:54"
"2024-07-31","2024-07-31 04:46:00","AMETHYST","day",19,NA,"","Pool","","Center",NA,"Rock","Night",-72.46030717,42.38130333,"","iPad",2.6,"2024-07-31"
"2024-07-31","2024-07-31 04:54:00","HARRIS","day",20,NA,"","Pool","Woody_debris","Center",NA,"Rock","Night",-72.46021683,42.38118683,"","iPad",2.06,"2024-07-31 06:48:07"
"2024-07-31","2024-07-31 05:35:00","BUFFAM","day",60,NA,"","Run","","Center",NA,"Rock","Fully shaded",-72.458553,42.38200417,"","iPad",0.54,"2024-07-31 04:44:54"
"2024-07-31","2024-07-31 05:58:00","BUFFAM","day",57,NA,"RECOVERED","Pool","","Center",NA,"Rock,Granule","Lightly shaded",-72.45970367,42.38118067,"Dead recovered tag in pool.","iPad",0.54,"2024-07-31 04:44:54"
"2024-07-31","2024-07-31 06:01:00","BUFFAM","day",62,NA,"","Pool","","Center",NA,"Rock,Pebble,Granule,Sand","Lightly shaded",-72.4597255,42.381272,"","iPad",0.54,"2024-07-31 04:44:54"
"2024-07-31","2024-07-31 06:08:00","BUFFAM","day",18,NA,"","Riffle","","Center",NA,"Rock","Mostly shaded",-72.45993233,42.3811755,"","iPad",0.54,"2024-07-31 04:44:54"
"2024-07-31","2024-07-31 06:11:00","BUFFAM","day",14,NA,"","Run","","Left",NA,"Rock,Pebble,Sand","Mostly shaded",-72.45996517,42.3810955,"","iPad",0.54,"2024-07-31 04:44:54"
"2024-07-31","2024-07-31 06:13:00","BUFFAM","day",56,NA,"","Pool","Undercut_bank,Woody_debris","Left",NA,"Rock,Sand","Mostly shaded",-72.46029433,42.38126117,"","iPad",0.54,"2024-07-31 04:44:54"
"2024-07-31","2024-07-31 06:16:00","AMETHYST","day",19,NA,"","Pool","","Center",NA,"Rock,Pebble","Lightly shaded",-72.46039433,42.38129683,"","iPad",2.6,"2024-07-31"
"2024-07-31","2024-07-31 06:18:00","HARRIS","day",20,NA,"","Pool","Woody_debris","Center",NA,"Rock","Mostly shaded",-72.46025917,42.381165,"","iPad",2.06,"2024-07-31 06:48:07"
"2024-07-31","2024-07-31 07:27:00","BUFFAM","day",60,NA,"","Run","","Right",NA,"Rock","",-72.45840217,42.382155,"","iPad",0.54,"2024-07-31 04:44:54"
"2024-07-31","2024-07-31 07:40:00","BUFFAM","day",62,NA,"","Pool","","Center",NA,"Pebble,Sand","Mostly shaded",-72.45974,42.3811485,"Same spot a lot of the time. Dead?","iPad",0.54,"2024-07-31 04:44:54"
"2024-07-31","2024-07-31 07:45:00","BUFFAM","day",14,NA,"","Run","","Center",NA,"Rock","Mostly shaded",-72.45995283,42.38134417,"","iPad",0.54,"2024-07-31 04:44:54"
"2024-07-31","2024-07-31 07:46:00","BUFFAM","day",18,NA,"","Run","","Center",NA,"Rock","Mostly shaded",-72.45997967,42.38132217,"","iPad",0.54,"2024-07-31 04:44:54"
"2024-07-31","2024-07-31 07:48:00","BUFFAM","day",56,NA,"","Pool","Undercut_bank,Woody_debris","Left",NA,"Rock","Mostly shaded",-72.460335,42.381292,"","iPad",0.54,"2024-07-31 04:44:54"
"2024-07-31","2024-07-31 07:52:00","AMETHYST","day",19,NA,"","Pool","","Center",NA,"","Mostly shaded",-72.46044117,42.38141033,"","iPad",2.6,"2024-07-31"
"2024-07-31","2024-07-31 07:56:00","HARRIS","day",20,NA,"","Riffle","Woody_debris","Center",NA,"Boulder,Rock","Mostly shaded",-72.46016767,42.38113417,"May be dead. Is this spot for a ong time.","iPad",2.06,"2024-07-31 06:48:07"
"2024-07-31","2024-07-31 13:11:00","BUFFAM","night",60,NA,"","Run","","Center",NA,"Sand","Fully shaded",-72.45845567,42.38214833,"","iPad",0.78,"2024-07-31 13:43:07"
"2024-07-31","2024-07-31 13:17:00","BUFFAM","night",62,NA,"","Run","","Right",NA,"Sand,Rock","Fully shaded",-72.45976817,42.381145,"","iPad",0.78,"2024-07-31 13:43:07"
"2024-07-31","2024-07-31 13:20:00","BUFFAM","night",14,NA,"","Riffle","","Center",NA,"Rock,Sand","Mostly shaded",-72.45992583,42.38142033,"","iPad",0.78,"2024-07-31 13:43:07"
"2024-07-31","2024-07-31 13:26:00","BUFFAM","night",18,NA,"","Pool","","Right",NA,"Rock,Boulder","Fully shaded",-72.45984383,42.38119567,"","iPad",0.78,"2024-07-31 13:43:07"
"2024-07-31","2024-07-31 13:27:00","BUFFAM","night",56,NA,"","Run","","Left",NA,"Sand,Rock","Fully shaded",-72.46017417,42.381246,"","iPad",0.78,"2024-07-31 13:43:07"
"2024-07-31","2024-07-31 13:32:00","AMETHYST","night",19,NA,"","Riffle","","Left",NA,"Rock,Boulder","Fully shaded",-72.4603945,42.38128733,"","iPad",2.83,"2024-07-31"
"2024-07-31","2024-07-31 13:34:00","HARRIS","night",20,NA,"","Pool","","Left",NA,"Sand,Pebble,Rock,Boulder","Fully shaded",-72.460338,42.38121483,"","iPad",2.05,"2024-07-31 14:37:29"
"2024-07-31","2024-07-31 14:12:00","BUFFAM","night",60,NA,"","Run","","Center",NA,"Rock,Sand","Mostly shaded",-72.45841567,42.3821775,"","iPad",0.78,"2024-07-31 13:43:07"
"2024-07-31","2024-07-31 14:16:00","BUFFAM","night",62,NA,"","Pool","","Right",NA,"Rock,Boulder","Fully shaded",-72.45972917,42.38125317,"","iPad",0.78,"2024-07-31 13:43:07"
"2024-07-31","2024-07-31 14:23:00","BUFFAM","night",18,NA,"","Run","","Center",NA,"Sand,Rock,Boulder","Fully shaded",-72.459875,42.3813755,"","iPad",0.78,"2024-07-31 13:43:07"
"2024-07-31","2024-07-31 14:24:00","BUFFAM","night",14,NA,"","Riffle","","Center",NA,"Rock","Mostly shaded",-72.45995117,42.3813055,"","iPad",0.78,"2024-07-31 13:43:07"
"2024-07-31","2024-07-31 14:26:00","BUFFAM","night",56,NA,"","Run","Woody_debris","Left",NA,"Sand,Pebble,Rock","Fully shaded",-72.46013867,42.38145183,"","iPad",0.78,"2024-07-31 13:43:07"
"2024-07-31","2024-07-31 14:29:00","AMETHYST","night",19,NA,"","Riffle","","Left",NA,"Rock,Pebble","Mostly shaded",-72.46027867,42.3813835,"","iPad",2.83,"2024-07-31"
"2024-07-31","2024-07-31 14:31:00","HARRIS","night",20,NA,"","Run","Woody_debris","Center",NA,"Rock,Boulder","Mostly shaded",-72.46026933,42.38119033,"","iPad",2.05,"2024-07-31 14:37:29"
"2024-07-31","2024-07-31 15:05:00","BUFFAM","night",60,NA,"","Run","","Center",NA,"Rock,Pebble,Granule","Fully shaded",-72.45862233,42.38186283,"","iPad",0.78,"2024-07-31 13:43:07"
"2024-07-31","2024-07-31 15:11:00","BUFFAM","night",62,NA,"","Pool","","Right",NA,"Rock,Pebble,Sand,Granule","Fully shaded",-72.45981467,42.38127733,"","iPad",0.78,"2024-07-31 13:43:07"
"2024-07-31","2024-07-31 15:13:00","BUFFAM","night",18,NA,"","Run","","Center",NA,"Boulder,Rock,Sand","Fully shaded",-72.45979167,42.38138767,"","iPad",0.78,"2024-07-31 13:43:07"
