"date","trackedTime_EST","river","shift","radioID","power","status","habitat","habitatExtra","position","substrate","substrateExtra","shade","lon","lat","fishNotes","source","ftDischarge_cfs","ftTime_EST","airTemp_F","cloud","precip","startTime_EST","endTime_EST","isoID","streamNotes","isoTime_EST","downstreamGPS","downstreamGain","upstreamGPS","upstreamGain"
"2024-06-30","2024-06-30 04:39:00","DRY UPPER","day",22,NA,"","Pool","Root_bundle","Left",NA,"Rock,Mud","Night",-72.50456817,42.66768767,"","iPad",0.33,"2024-06-30 05:23:29",71,"Cloudy","No rain","03:57","08:55","DRYU202406300528EST","","05:28","Lat: 42.6626558 N Long: 72.5044938 W",85,"Lat: 42.6688089 N Long: 72.5073252 W",90
"2024-06-30","2024-06-30 04:42:00","DRY UPPER","day",16,NA,"","Pool","Woody_debris","Right",NA,"Mud","Fully shaded",-72.5044825,42.66760383,"","iPad",0.33,"2024-06-30 05:23:29",71,"Cloudy","No rain","03:57","08:55","DRYU202406300528EST","","05:28","Lat: 42.6626558 N Long: 72.5044938 W",85,"Lat: 42.6688089 N Long: 72.5073252 W",90
"2024-06-30","2024-06-30 04:43:00","DRY UPPER","day",55,NA,"","Pool","Woody_debris","Right",NA,"Mud","Fully shaded",-72.50452883,42.667623,"","iPad",0.33,"2024-06-30 05:23:29",71,"Cloudy","No rain","03:57","08:55","DRYU202406300528EST","","05:28","Lat: 42.6626558 N Long: 72.5044938 W",85,"Lat: 42.6688089 N Long: 72.5073252 W",90
"2024-06-30","2024-06-30 04:50:00","DRY UPPER","day",21,NA,"","Pool","Woody_debris,Undercut_bank","Right",NA,"Mud","Mostly shaded",-72.50514,42.66698433,"","iPad",0.33,"2024-06-30 05:23:29",71,"Cloudy","No rain","03:57","08:55","DRYU202406300528EST","","05:28","Lat: 42.6626558 N Long: 72.5044938 W",85,"Lat: 42.6688089 N Long: 72.5073252 W",90
"2024-06-30","2024-06-30 04:51:00","DRY UPPER","day",25,NA,"","Pool","Undercut_bank,Woody_debris","Right",NA,"Mud","Fully shaded",-72.50508633,42.66699017,"","iPad",0.33,"2024-06-30 05:23:29",71,"Cloudy","No rain","03:57","08:55","DRYU202406300528EST","","05:28","Lat: 42.6626558 N Long: 72.5044938 W",85,"Lat: 42.6688089 N Long: 72.5073252 W",90
"2024-06-30","2024-06-30 04:51:00","DRY UPPER","day",24,NA,"","Pool","Undercut_bank,Woody_debris","Right",NA,"Mud","Fully shaded",-72.5050785,42.66702033,"","iPad",0.33,"2024-06-30 05:23:29",71,"Cloudy","No rain","03:57","08:55","DRYU202406300528EST","","05:28","Lat: 42.6626558 N Long: 72.5044938 W",85,"Lat: 42.6688089 N Long: 72.5073252 W",90
"2024-06-30","2024-06-30 04:53:00","DRY UPPER","day",54,NA,"","Pool","Root_bundle,Woody_debris","Left",NA,"Mud","Mostly shaded",-72.50484983,42.66692683,"","iPad",0.33,"2024-06-30 05:23:29",71,"Cloudy","No rain","03:57","08:55","DRYU202406300528EST","","05:28","Lat: 42.6626558 N Long: 72.5044938 W",85,"Lat: 42.6688089 N Long: 72.5073252 W",90
"2024-06-30","2024-06-30 04:55:00","DRY UPPER","day",48,NA,"","Pool","","Center",NA,"Rock,Sand","Mostly shaded",-72.5047925,42.66679967,"","iPad",0.33,"2024-06-30 05:23:29",71,"Cloudy","No rain","03:57","08:55","DRYU202406300528EST","","05:28","Lat: 42.6626558 N Long: 72.5044938 W",85,"Lat: 42.6688089 N Long: 72.5073252 W",90
"2024-06-30","2024-06-30 05:00:00","DRY UPPER","day",42,NA,"","Pool","Woody_debris","Right",NA,"Mud,Rock","Mostly shaded",-72.5040745,42.6659865,"","iPad",0.33,"2024-06-30 05:23:29",71,"Cloudy","No rain","03:57","08:55","DRYU202406300528EST","","05:28","Lat: 42.6626558 N Long: 72.5044938 W",85,"Lat: 42.6688089 N Long: 72.5073252 W",90
"2024-06-30","2024-06-30 05:06:00","DRY UPPER","day",49,NA,"","Pool","Woody_debris","Right",NA,"Mud","Fully shaded",-72.50403033,42.66596467,"","iPad",0.33,"2024-06-30 05:23:29",71,"Cloudy","No rain","03:57","08:55","DRYU202406300528EST","","05:28","Lat: 42.6626558 N Long: 72.5044938 W",85,"Lat: 42.6688089 N Long: 72.5073252 W",90
